import time: self [us] | cumulative | imported package
import time:       194 |     181013 |               cvxpy.cvxcore.python.canonInterface
import time:       181 |     194256 |             cvxpy.atoms.affine.affine_atom
import time:       160 |     194416 |           cvxpy.atoms.affine.add_expr
import time:       147 |        147 |           cvxpy.atoms.affine.conj
import time:       110 |        110 |             cvxpy.atoms.affine.hstack
import time:       146 |        255 |           cvxpy.atoms.affine.reshape
import time:       150 |        150 |             cvxpy.atoms.axis_atom
import time:       134 |        283 |           cvxpy.atoms.affine.sum
import time:       328 |     197001 |         cvxpy.atoms.affine.binary_operators
import time:       145 |        145 |           cvxpy.atoms.affine.vstack
import time:        93 |        238 |         cvxpy.atoms.affine.bmat
import time:       128 |        128 |         cvxpy.atoms.affine.broadcast_to
import time:       148 |        148 |         cvxpy.atoms.affine.conv
import time:       121 |        121 |           cvxpy.expressions.variable
import time:       122 |        242 |         cvxpy.atoms.affine.cumsum
import time:        97 |         97 |         cvxpy.atoms.cumprod
import time:        76 |         76 |           cvxpy.atoms.affine.vec
import time:       148 |        223 |         cvxpy.atoms.affine.diag
import time:        62 |         62 |         cvxpy.atoms.affine.diff
import time:        81 |         81 |         cvxpy.atoms.affine.imag
import time:       124 |        124 |         cvxpy.atoms.affine.kron
import time:        74 |         74 |         cvxpy.atoms.affine.partial_trace
import time:        65 |         65 |         cvxpy.atoms.affine.partial_transpose
import time:       101 |        101 |         cvxpy.atoms.affine.promote
import time:        80 |         80 |         cvxpy.atoms.affine.real
import time:       102 |        102 |         cvxpy.atoms.affine.concatenate
import time:        98 |         98 |         cvxpy.atoms.affine.trace
import time:       118 |        118 |         cvxpy.atoms.affine.transpose
import time:       140 |        140 |         cvxpy.atoms.affine.upper_tri
import time:       180 |        180 |         cvxpy.atoms.affine.wraps
import time:       343 |        343 |         cvxpy.atoms.condition_number
import time:       118 |        118 |         cvxpy.atoms.cummax
import time:       120 |        120 |           cvxpy.atoms.sum_largest
import time:        73 |        193 |         cvxpy.atoms.cvar
import time:       106 |        106 |         cvxpy.atoms.dist_ratio
import time:       175 |        175 |         cvxpy.atoms.dotsort
import time:        77 |         77 |           cvxpy.atoms.elementwise
import time:       109 |        109 |           cvxpy.atoms.elementwise.elementwise
import time:       155 |        340 |         cvxpy.atoms.elementwise.abs
import time:       137 |        137 |         cvxpy.atoms.elementwise.ceil
import time:        99 |         99 |         cvxpy.atoms.elementwise.entr
import time:        91 |         91 |         cvxpy.atoms.elementwise.exp
import time:       121 |        121 |         cvxpy.atoms.elementwise.huber
import time:       176 |        176 |             cvxpy.utilities.power_tools
import time:       159 |        334 |           cvxpy.atoms.elementwise.power
import time:        63 |        396 |         cvxpy.atoms.elementwise.inv_pos
import time:       149 |        149 |         cvxpy.atoms.elementwise.kl_div
import time:       110 |        110 |         cvxpy.atoms.elementwise.log
import time:        92 |         92 |         cvxpy.atoms.elementwise.log1p
import time:       122 |        122 |           cvxpy.atoms.elementwise.maximum
import time:        70 |        192 |         cvxpy.atoms.elementwise.log_normcdf
import time:        66 |         66 |         cvxpy.atoms.elementwise.loggamma
import time:        81 |         81 |         cvxpy.atoms.elementwise.logistic
import time:        98 |         98 |         cvxpy.atoms.elementwise.minimum
import time:        57 |         57 |         cvxpy.atoms.elementwise.neg
import time:        51 |         51 |         cvxpy.atoms.elementwise.pos
import time:       101 |        101 |         cvxpy.atoms.elementwise.rel_entr
import time:        59 |         59 |         cvxpy.atoms.elementwise.scalene
import time:        51 |         51 |         cvxpy.atoms.elementwise.sqrt
import time:        50 |         50 |         cvxpy.atoms.elementwise.square
import time:        85 |         85 |         cvxpy.atoms.elementwise.xexp
import time:       111 |        111 |         cvxpy.atoms.eye_minus_inv
import time:       128 |        128 |         cvxpy.atoms.gen_lambda_max
import time:        59 |         59 |           cvxpy.atoms.errormsg
import time:       182 |        241 |         cvxpy.atoms.geo_mean
import time:       119 |        119 |         cvxpy.atoms.gmatmul
import time:        97 |         97 |             cvxpy.atoms.norm1
import time:        96 |         96 |             cvxpy.atoms.norm_inf
import time:       131 |        323 |           cvxpy.atoms.pnorm
import time:        63 |        385 |         cvxpy.atoms.harmonic_mean
import time:        59 |         59 |         cvxpy.atoms.inv_prod
import time:       270 |        270 |         cvxpy.atoms.lambda_max
import time:        73 |         73 |         cvxpy.atoms.lambda_min
import time:        94 |         94 |         cvxpy.atoms.lambda_sum_largest
import time:        57 |         57 |         cvxpy.atoms.lambda_sum_smallest
import time:       116 |        116 |           cvxpy.atoms.quantum_rel_entr
import time:        88 |        204 |         cvxpy.atoms.quantum_cond_entr
import time:       103 |        103 |         cvxpy.atoms.length
import time:       110 |        110 |         cvxpy.atoms.log_det
import time:       101 |        101 |         cvxpy.atoms.log_sum_exp
import time:       203 |        203 |           cvxpy.atoms.quad_form
import time:       130 |        332 |         cvxpy.atoms.matrix_frac
import time:       109 |        109 |         cvxpy.atoms.max
import time:        94 |         94 |         cvxpy.atoms.min
import time:        84 |         84 |             cvxpy.atoms.norm_nuc
import time:        92 |         92 |             cvxpy.atoms.sigma_max
import time:        84 |        259 |           cvxpy.atoms.norm
import time:        63 |        322 |         cvxpy.atoms.mixed_norm
import time:        98 |         98 |         cvxpy.atoms.one_minus_pos
import time:       107 |        107 |         cvxpy.atoms.perspective
import time:        98 |         98 |         cvxpy.atoms.pf_eigenvalue
import time:       115 |        115 |         cvxpy.atoms.prod
import time:       123 |        123 |         cvxpy.atoms.quad_over_lin
import time:        91 |         91 |         cvxpy.atoms.sign
import time:        60 |         60 |         cvxpy.atoms.sum_smallest
import time:        56 |         56 |         cvxpy.atoms.sum_squares
import time:        63 |         63 |         cvxpy.atoms.total_variation
import time:       105 |        105 |         cvxpy.atoms.tr_inv
import time:        99 |         99 |         cvxpy.atoms.von_neumann_entr
import time:        64 |         64 |         cvxpy.atoms.stats
import time:        54 |         54 |         cvxpy.atoms.ptp
import time:       382 |     207053 |       cvxpy.atoms
import time:        78 |         78 |         cvxpy.problems
import time:       215 |        293 |       cvxpy.problems.objective
import time:       127 |        127 |           cvxpy.reductions.inverse_data
import time:        93 |         93 |           cvxpy.reductions.reduction
import time:        95 |         95 |           cvxpy.reductions.solution
import time:        93 |         93 |           cvxpy.reductions.chain
import time:        67 |         67 |             cvxpy.reductions.complex2real
import time:       409 |        409 |               cvxpy.atoms.affine.index
import time:       170 |        170 |               cvxpy.atoms.affine.unary_operators
import time:       120 |        120 |               cvxpy.reductions.complex2real.canonicalizers.abs_canon
import time:        91 |         91 |               cvxpy.reductions.complex2real.canonicalizers.aff_canon
import time:        68 |         68 |               cvxpy.reductions.complex2real.canonicalizers.constant_canon
import time:        72 |         72 |               cvxpy.reductions.complex2real.canonicalizers.equality_canon
import time:        67 |         67 |               cvxpy.reductions.complex2real.canonicalizers.inequality_canon
import time:       171 |        171 |               cvxpy.reductions.complex2real.canonicalizers.matrix_canon
import time:        69 |         69 |               cvxpy.reductions.complex2real.canonicalizers.param_canon
import time:        64 |         64 |               cvxpy.reductions.complex2real.canonicalizers.pnorm_canon
import time:        65 |         65 |               cvxpy.reductions.complex2real.canonicalizers.psd_canon
import time:        67 |         67 |               cvxpy.reductions.complex2real.canonicalizers.soc_canon
import time:        76 |         76 |               cvxpy.reductions.complex2real.canonicalizers.variable_canon
import time:       175 |       1677 |             cvxpy.reductions.complex2real.canonicalizers
import time:       161 |       1904 |           cvxpy.reductions.complex2real.complex2real
import time:       157 |        157 |           cvxpy.reductions.cvx_attr2constr
import time:        78 |         78 |             cvxpy.reductions.dcp2cone
import time:        92 |         92 |             cvxpy.problems.param_prob
import time:       128 |        128 |             cvxpy.reductions.matrix_stuffing
import time:        74 |         74 |               cvxpy.reductions.solvers
import time:       104 |        177 |             cvxpy.reductions.solvers.solving_chain_utils
import time:       124 |        124 |             cvxpy.reductions.utilities
import time:        72 |         72 |               cvxpy.utilities.replace_quad_forms
import time:       144 |        215 |             cvxpy.utilities.coeff_extractor
import time:       297 |       1108 |           cvxpy.reductions.dcp2cone.cone_matrix_stuffing
import time:       120 |        120 |             cvxpy.reductions.canonicalization
import time:       145 |        145 |               cvxpy.atoms.suppfunc
import time:        72 |         72 |                 cvxpy.reductions.cone2cone
import time:        68 |         68 |                   cvxpy.reductions.dcp2cone.canonicalizers.entr_canon
import time:        69 |         69 |                     cvxpy.reductions.dcp2cone.canonicalizers.lambda_max_canon
import time:        67 |        135 |                   cvxpy.reductions.dcp2cone.canonicalizers.lambda_sum_largest_canon
import time:       122 |        323 |                 cvxpy.reductions.dcp2cone.canonicalizers.von_neumann_entr_canon
import time:       199 |        593 |               cvxpy.reductions.cone2cone.approximations
import time:        82 |         82 |               cvxpy.reductions.dcp2cone.canonicalizers.quantum_rel_entr_canon
import time:        62 |         62 |               cvxpy.reductions.dcp2cone.canonicalizers.exp_canon
import time:        65 |         65 |               cvxpy.reductions.dcp2cone.canonicalizers.geo_mean_canon
import time:        65 |         65 |                 cvxpy.reductions.dcp2cone.canonicalizers.power_canon
import time:        73 |         73 |                     cvxpy.reductions.eliminate_pwl
import time:        92 |         92 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.abs_canon
import time:        94 |         94 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.cummax_canon
import time:        61 |         61 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.cumsum_canon
import time:        75 |         75 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.dotsort_canon
import time:        65 |         65 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.max_canon
import time:        66 |         66 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.maximum_canon
import time:        64 |         64 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.min_canon
import time:        62 |         62 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.minimum_canon
import time:        62 |         62 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.norm1_canon
import time:        70 |         70 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.norm_inf_canon
import time:        57 |         57 |                     cvxpy.reductions.eliminate_pwl.canonicalizers.sum_largest_canon
import time:       143 |        978 |                   cvxpy.reductions.eliminate_pwl.canonicalizers
import time:        15 |        992 |                 cvxpy.reductions.eliminate_pwl.canonicalizers.abs_canon
import time:        71 |       1127 |               cvxpy.reductions.dcp2cone.canonicalizers.huber_canon
import time:        55 |         55 |               cvxpy.reductions.dcp2cone.canonicalizers.indicator_canon
import time:        57 |         57 |               cvxpy.reductions.dcp2cone.canonicalizers.kl_div_canon
import time:        53 |         53 |                 cvxpy.reductions.dcp2cone.canonicalizers.log_canon
import time:        55 |        107 |               cvxpy.reductions.dcp2cone.canonicalizers.log1p_canon
import time:        73 |         73 |               cvxpy.reductions.dcp2cone.canonicalizers.log_det_canon
import time:        62 |         62 |               cvxpy.reductions.dcp2cone.canonicalizers.log_sum_exp_canon
import time:        56 |         56 |               cvxpy.reductions.dcp2cone.canonicalizers.logistic_canon
import time:        61 |         61 |               cvxpy.reductions.dcp2cone.canonicalizers.matrix_frac_canon
import time:        86 |         86 |               cvxpy.reductions.dcp2cone.canonicalizers.normNuc_canon
import time:        80 |         80 |                 cvxpy.utilities.perspective_utils
import time:        88 |        167 |               cvxpy.reductions.dcp2cone.canonicalizers.perspective_canon
import time:        72 |         72 |               cvxpy.reductions.dcp2cone.canonicalizers.pnorm_canon
import time:        59 |         59 |                 cvxpy.reductions.dcp2cone.canonicalizers.quad_over_lin_canon
import time:        65 |        123 |               cvxpy.reductions.dcp2cone.canonicalizers.quad_form_canon
import time:        56 |         56 |               cvxpy.reductions.dcp2cone.canonicalizers.rel_entr_canon
import time:        58 |         58 |               cvxpy.reductions.dcp2cone.canonicalizers.sigma_max_canon
import time:        98 |         98 |                         cvxpy.reductions.solvers.utilities
import time:       109 |        109 |                         cvxpy.reductions.solvers.solver
import time:       229 |        435 |                       cvxpy.reductions.solvers.conic_solvers.conic_solver
import time:        93 |         93 |                       cvxpy.utilities.citations
import time:       191 |        718 |                     cvxpy.reductions.solvers.conic_solvers.cbc_conif
import time:       164 |        164 |                     cvxpy.reductions.solvers.conic_solvers.clarabel_conif
import time:       194 |        194 |                     cvxpy.reductions.solvers.conic_solvers.copt_conif
import time:      2432 |       2432 |                     cvxpy.reductions.solvers.conic_solvers.cplex_conif
import time:        94 |         94 |                       cvxpy.reductions.solvers.compr_matrix
import time:        94 |         94 |                       cvxpy.reductions.solvers.kktsolver
import time:       367 |        554 |                     cvxpy.reductions.solvers.conic_solvers.cvxopt_conif
import time:       119 |        119 |                         cvxpy.utilities.versioning
import time:       187 |        306 |                       cvxpy.reductions.solvers.conic_solvers.scs_conif
import time:       166 |        471 |                     cvxpy.reductions.solvers.conic_solvers.diffcp_conif
import time:       138 |        138 |                     cvxpy.reductions.solvers.conic_solvers.ecos_conif
import time:       188 |        188 |                     cvxpy.reductions.solvers.conic_solvers.glop_conif
import time:       127 |        127 |                     cvxpy.reductions.solvers.conic_solvers.glpk_conif
import time:       120 |        120 |                     cvxpy.reductions.solvers.conic_solvers.glpk_mi_conif
import time:       178 |        178 |                     cvxpy.reductions.solvers.conic_solvers.gurobi_conif
import time:       154 |        154 |                       cvxpy.reductions.cone2cone.affine2direct
import time:       297 |        450 |                     cvxpy.reductions.solvers.conic_solvers.mosek_conif
import time:       149 |        149 |                     cvxpy.reductions.solvers.conic_solvers.nag_conif
import time:       244 |        244 |                     cvxpy.reductions.solvers.conic_solvers.pdlp_conif
import time:       127 |        127 |                     cvxpy.reductions.solvers.conic_solvers.qoco_conif
import time:        52 |         52 |                         pyscipopt
import time:        12 |         63 |                       pyscipopt.scip
import time:       278 |        340 |                     cvxpy.reductions.solvers.conic_solvers.scip_conif
import time:       154 |        154 |                     cvxpy.reductions.solvers.conic_solvers.scipy_conif
import time:       118 |        118 |                     cvxpy.reductions.solvers.conic_solvers.sdpa_conif
import time:       190 |        190 |                     cvxpy.reductions.solvers.conic_solvers.xpress_conif
import time:       137 |        137 |                     cvxpy.reductions.solvers.conic_solvers.highs_conif
import time:       212 |       7394 |                   cvxpy.reductions.solvers.conic_solvers
import time:        12 |       7406 |                 cvxpy.reductions.solvers.conic_solvers.scs_conif
import time:        84 |       7490 |               cvxpy.reductions.dcp2cone.canonicalizers.suppfunc_canon
import time:        70 |         70 |               cvxpy.reductions.dcp2cone.canonicalizers.tr_inv_canon
import time:        64 |         64 |               cvxpy.reductions.dcp2cone.canonicalizers.xexp_canon
import time:       190 |        190 |                   cvxpy.transforms.indicator
import time:        73 |         73 |                   cvxpy.transforms.linearize
import time:       117 |        117 |                   cvxpy.transforms.scalarize
import time:       120 |        120 |                   cvxpy.transforms.suppfunc
import time:        85 |        582 |                 cvxpy.transforms
import time:        15 |        596 |               cvxpy.transforms.indicator
import time:       214 |      11529 |             cvxpy.reductions.dcp2cone.canonicalizers
import time:        73 |         73 |               cvxpy.reductions.qp2quad_form
import time:        64 |         64 |                 cvxpy.reductions.qp2quad_form.canonicalizers.power_canon
import time:        85 |        149 |               cvxpy.reductions.qp2quad_form.canonicalizers.huber_canon
import time:        55 |         55 |               cvxpy.reductions.qp2quad_form.canonicalizers.quad_form_canon
import time:        55 |         55 |               cvxpy.reductions.qp2quad_form.canonicalizers.quad_over_lin_canon
import time:       132 |        462 |             cvxpy.reductions.qp2quad_form.canonicalizers
import time:       157 |      12266 |           cvxpy.reductions.dcp2cone.dcp2cone
import time:        73 |         73 |             cvxpy.reductions.dgp2dcp
import time:        98 |         98 |               cvxpy.reductions.dgp2dcp.canonicalizers.add_canon
import time:        66 |         66 |               cvxpy.reductions.dgp2dcp.canonicalizers.constant_canon
import time:        57 |         57 |               cvxpy.reductions.dgp2dcp.canonicalizers.cumprod_canon
import time:        54 |         54 |               cvxpy.reductions.dgp2dcp.canonicalizers.div_canon
import time:        53 |         53 |               cvxpy.reductions.dgp2dcp.canonicalizers.exp_canon
import time:        64 |         64 |                 cvxpy.reductions.dgp2dcp.canonicalizers.mulexpression_canon
import time:        51 |         51 |                 cvxpy.reductions.dgp2dcp.canonicalizers.one_minus_pos_canon
import time:        62 |        176 |               cvxpy.reductions.dgp2dcp.canonicalizers.eye_minus_inv_canon
import time:        52 |         52 |               cvxpy.reductions.dgp2dcp.canonicalizers.finite_set_canon
import time:        51 |         51 |               cvxpy.reductions.dgp2dcp.canonicalizers.geo_mean_canon
import time:        48 |         48 |               cvxpy.reductions.dgp2dcp.canonicalizers.gmatmul_canon
import time:        50 |         50 |               cvxpy.reductions.dgp2dcp.canonicalizers.log_canon
import time:        50 |         50 |               cvxpy.reductions.dgp2dcp.canonicalizers.mul_canon
import time:        58 |         58 |                   cvxpy.reductions.dgp2dcp.util
import time:        55 |        112 |                 cvxpy.reductions.dgp2dcp.canonicalizers.sum_canon
import time:        49 |        161 |               cvxpy.reductions.dgp2dcp.canonicalizers.norm1_canon
import time:        54 |         54 |               cvxpy.reductions.dgp2dcp.canonicalizers.norm_inf_canon
import time:        56 |         56 |               cvxpy.reductions.dgp2dcp.canonicalizers.pf_eigenvalue_canon
import time:        89 |         89 |               cvxpy.reductions.dgp2dcp.canonicalizers.pnorm_canon
import time:        50 |         50 |               cvxpy.reductions.dgp2dcp.canonicalizers.power_canon
import time:        75 |         75 |               cvxpy.reductions.dgp2dcp.canonicalizers.prod_canon
import time:        54 |         54 |               cvxpy.reductions.dgp2dcp.canonicalizers.quad_form_canon
import time:        51 |         51 |               cvxpy.reductions.dgp2dcp.canonicalizers.quad_over_lin_canon
import time:        52 |         52 |               cvxpy.reductions.dgp2dcp.canonicalizers.trace_canon
import time:        51 |         51 |               cvxpy.reductions.dgp2dcp.canonicalizers.xexp_canon
import time:       202 |       1639 |             cvxpy.reductions.dgp2dcp.canonicalizers
import time:       133 |       1843 |           cvxpy.reductions.dgp2dcp.dgp2dcp
import time:        70 |         70 |             cvxpy.reductions.dqcp2dcp
import time:        90 |         90 |             cvxpy.reductions.dqcp2dcp.inverse
import time:       104 |        104 |             cvxpy.reductions.dqcp2dcp.sets
import time:        65 |         65 |             cvxpy.reductions.dqcp2dcp.tighten
import time:       589 |        915 |           cvxpy.reductions.dqcp2dcp.dqcp2dcp
import time:       138 |        138 |           cvxpy.reductions.eval_params
import time:        87 |         87 |           cvxpy.reductions.flip_objective
import time:       101 |        101 |           cvxpy.reductions.qp2quad_form.qp2symbolic_qp
import time:       219 |        219 |           cvxpy.reductions.qp2quad_form.qp_matrix_stuffing
import time:       118 |        118 |             cvxpy.reductions.cone2cone.exotic2common
import time:       106 |        106 |             cvxpy.reductions.cone2cone.soc2psd
import time:      2021 |       2021 |             cvxpy.reductions.cone2cone.soc_dim3
import time:       106 |        106 |               cvxpy.reductions.discrete2mixedint
import time:       189 |        295 |             cvxpy.reductions.discrete2mixedint.valinvec2mixedint
import time:       155 |        155 |               cvxpy.reductions.solvers.conic_solvers.cuclarabel_conif
import time:        47 |         47 |                       cuopt
import time:        10 |         57 |                     cuopt.linear_programming
import time:        10 |         66 |                   cuopt.linear_programming.solver
import time:         9 |         74 |                 cuopt.linear_programming.solver.solver_parameters
import time:       375 |        449 |               cvxpy.reductions.solvers.conic_solvers.cuopt_conif
import time:       146 |        146 |               cvxpy.reductions.solvers.conic_solvers.ecos_bb_conif
import time:       165 |        165 |               cvxpy.reductions.solvers.conic_solvers.moreau_conif
import time:        74 |         74 |                 cvxpy.reductions.solvers.qp_solvers
import time:       122 |        122 |                 cvxpy.reductions.solvers.qp_solvers.qp_solver
import time:       156 |        351 |               cvxpy.reductions.solvers.qp_solvers.copt_qpif
import time:       125 |        125 |               cvxpy.reductions.solvers.qp_solvers.cplex_qpif
import time:       119 |        119 |               cvxpy.reductions.solvers.qp_solvers.daqp_qpif
import time:       128 |        128 |               cvxpy.reductions.solvers.qp_solvers.gurobi_qpif
import time:       141 |        141 |               cvxpy.reductions.solvers.qp_solvers.highs_qpif
import time:       106 |        106 |               cvxpy.reductions.solvers.qp_solvers.mpax_qpif
import time:       114 |        114 |               cvxpy.reductions.solvers.qp_solvers.osqp_qpif
import time:       104 |        104 |               cvxpy.reductions.solvers.qp_solvers.piqp_qpif
import time:       122 |        122 |               cvxpy.reductions.solvers.qp_solvers.proxqp_qpif
import time:       145 |        145 |               cvxpy.reductions.solvers.qp_solvers.xpress_qpif
import time:        49 |         49 |               diffcp
import time:        38 |         38 |               ecos
import time:       473 |        473 |               cvxopt.glpk
import time:        54 |         54 |               coptpy
import time:        37 |         37 |                 cylp
import time:         9 |         46 |               cylp.cy
import time:       499 |        499 |                 clarabel.clarabel
import time:       129 |        628 |               clarabel
import time:       191 |        191 |                 scs._scs_direct
import time:       208 |        399 |               scs
import time:        63 |         63 |               sdpap
import time:        34 |         34 |               gurobipy
import time:        30 |         30 |               mosek
import time:        28 |         28 |               moreau
import time:        27 |         27 |               cplex
import time:        34 |         34 |                 naginterfaces
import time:         9 |         42 |               naginterfaces.library
import time:        30 |         30 |               xpress
import time:        30 |         30 |               pyscipopt
import time:        29 |         29 |               highspy
import time:        33 |         33 |                 google
import time:         8 |         40 |               google.protobuf
import time:        30 |         30 |               ortools
import time:        30 |         30 |               qoco
import time:        28 |         28 |               cupy
import time:        28 |         28 |               ecos
import time:       107 |        107 |                 osqp._version
import time:       250 |        250 |                     jinja2.bccache
import time:       189 |        189 |                         markupsafe._speedups
import time:       326 |        515 |                       markupsafe
import time:      1383 |       1383 |                         jinja2.utils
import time:      1425 |       2808 |                       jinja2.nodes
import time:       312 |        312 |                         jinja2.exceptions
import time:       107 |        107 |                           jinja2.visitor
import time:       331 |        437 |                         jinja2.idtracking
import time:        96 |         96 |                         jinja2.optimizer
import time:      1009 |       1852 |                       jinja2.compiler
import time:       206 |        206 |                           jinja2.async_utils
import time:       975 |        975 |                           jinja2.runtime
import time:       968 |       2148 |                         jinja2.filters
import time:       166 |        166 |                         jinja2.tests
import time:       111 |       2425 |                       jinja2.defaults
import time:       539 |        539 |                         jinja2._identifier
import time:      1169 |       1708 |                       jinja2.lexer
import time:       491 |        491 |                       jinja2.parser
import time:      1241 |      11037 |                     jinja2.environment
import time:       467 |        467 |                     jinja2.loaders
import time:       158 |      11909 |                   jinja2
import time:      2109 |      14018 |                 osqp.interface
import time:       132 |      14256 |               osqp
import time:        46 |         46 |               gurobipy
import time:        36 |         36 |               cplex
import time:        32 |         32 |               xpress
import time:        30 |         30 |               coptpy
import time:        31 |         31 |               piqp
import time:        31 |         31 |               proxsuite
import time:        38 |         38 |               daqp
import time:        31 |         31 |               highspy
import time:       170 |        170 |                 jax.version
import time:        64 |         64 |                   jax._src
import time:       382 |        382 |                     jax._src.deprecations
import time:       151 |        151 |                         jaxlib.version
import time:       110 |        260 |                       jaxlib
import time:       176 |        176 |                       jaxlib.cpu_feature_guard
import time:     15930 |      15930 |                         jaxlib._jax
import time:       406 |      16335 |                       jaxlib.xla_client
import time:        64 |         64 |                         jaxlib.cpu
import time:       530 |        530 |                         jaxlib.cpu._lapack
import time:       153 |        746 |                       jaxlib.lapack
import time:       200 |        200 |                       jaxlib.utils
import time:        55 |         55 |                           jaxlib.mlir
import time:      2816 |       2816 |                           jaxlib.mlir._mlir_libs._mlir
import time:       347 |       3217 |                         jaxlib.mlir._mlir_libs
import time:       236 |       3453 |                       jaxlib.mlir._mlir_libs._jax_mlir_ext
import time:       222 |        222 |                       jaxlib._profiler
import time:       182 |        182 |                       jaxlib._profile_data
import time:       208 |        208 |                         jaxlib.cpu._sparse
import time:       108 |        316 |                       jaxlib.cpu_sparse
import time:       164 |        164 |                       jaxlib.weakref_lru_cache
import time:       397 |        397 |                       jaxlib._pretty_printer
import time:       178 |        178 |                       jaxlib._ifrt_proxy
import time:       102 |        102 |                         jaxlib.plugin_support
import time:      1405 |       1507 |                       jaxlib.gpu_solver
import time:       510 |        510 |                       jaxlib.gpu_sparse
import time:       466 |        466 |                       jaxlib.gpu_prng
import time:       477 |        477 |                       jaxlib.gpu_linalg
import time:       263 |        263 |                         jaxlib.mlir.ir
import time:        59 |         59 |                           jaxlib.mlir.dialects
import time:       502 |        502 |                             jaxlib.mlir.dialects._ods_common
import time:      3287 |       3789 |                           jaxlib.mlir.dialects._stablehlo_ops_gen
import time:       665 |        665 |                           jaxlib.mlir._mlir_libs._stablehlo
import time:       181 |       4693 |                         jaxlib.mlir.dialects.stablehlo
import time:       120 |        120 |                         jaxlib.gpu_common_utils
import time:       635 |       5709 |                       jaxlib.gpu_rnn
import time:      1388 |       1388 |                       jaxlib.gpu_triton
import time:        51 |         51 |                           jaxlib.mosaic
import time:        87 |        137 |                         jaxlib.mosaic.python
import time:        41 |         41 |                             jaxlib.mosaic.dialect
import time:        66 |        106 |                           jaxlib.mosaic.dialect.gpu
import time:      1055 |       1160 |                         jaxlib.mosaic.dialect.gpu._mosaic_gpu_gen_ops
import time:       415 |        415 |                         jaxlib.mosaic.dialect.gpu._mosaic_gpu_gen_enums
import time:       401 |        401 |                         jaxlib.mlir._mlir_libs._mosaic_gpu_ext
import time:       155 |       2267 |                       jaxlib.mosaic.python.mosaic_gpu
import time:      1896 |       1896 |                         jaxlib.mosaic.python._tpu_gen
import time:       276 |        276 |                         jaxlib.mlir._mlir_libs._tpu_ext
import time:       219 |       2389 |                       jaxlib.mosaic.python.tpu
import time:      1067 |      38399 |                     jax._src.lib
import time:       193 |        193 |                     jax._src.logging_config
import time:      4506 |      43478 |                   jax._src.config
import time:       233 |        233 |                   jax._src.hardware_utils
import time:       209 |      43983 |                 jax._src.cloud_tpu_init
import time:        51 |         51 |                 libtpu
import time:      1781 |       1781 |                           ml_dtypes._ml_dtypes_ext
import time:       542 |       2322 |                         ml_dtypes._finfo
import time:       138 |        138 |                         ml_dtypes._iinfo
import time:       151 |       2610 |                       ml_dtypes
import time:       238 |        238 |                       jax._src.literals
import time:       926 |        926 |                           jax._src.util
import time:       186 |       1112 |                         jax._src.basearray
import time:       319 |       1430 |                       jax._src.typing
import time:        27 |         27 |                         jax._src.repro
import time:       217 |        243 |                       jax._src.traceback_util
import time:      1476 |       5996 |                     jax._src.dtypes
import time:       210 |        210 |                     jax._src.effects
import time:       241 |        241 |                             jax._src.clusters.cluster
import time:       158 |        158 |                             jax._src.clusters.ompi_cluster
import time:       159 |        159 |                             jax._src.clusters.slurm_cluster
import time:       137 |        137 |                             jax._src.clusters.mpi4py_cluster
import time:       222 |        222 |                             jax._src.clusters.cloud_tpu_cluster
import time:       311 |        311 |                             jax._src.clusters.k8s_cluster
import time:       322 |       1547 |                           jax._src.clusters
import time:       187 |       1734 |                         jax._src.distributed
import time:        75 |         75 |                         jax_plugins
import time:       827 |       2635 |                       jax._src.xla_bridge
import time:      1057 |       3691 |                     jax._src.mesh
import time:       197 |        197 |                     jax._src.partition_spec
import time:       257 |        257 |                     jax._src.errors
import time:       483 |        483 |                       jax._src.tree_util
import time:       798 |       1281 |                     jax._src.linear_util
import time:      1167 |       1167 |                     jax._src.source_info_util
import time:       160 |        160 |                     jax._src.pretty_printer
import time:        71 |         71 |                           jaxlib.mlir.passmanager
import time:       108 |        179 |                         jax._src.lib.mlir
import time:        72 |         72 |                         jax._src.lazy_loader
import time:       224 |        224 |                           jaxlib.mlir._mlir_libs._sdyMpmd
import time:       508 |        508 |                           jaxlib.mlir.dialects._mpmd_ops_gen
import time:        83 |        814 |                         jaxlib.mlir.dialects.mpmd
import time:       380 |        380 |                           jaxlib.mlir._mlir_libs._sdy
import time:       282 |        282 |                           jaxlib.mlir.dialects._sdy_enums_gen
import time:       866 |        866 |                           jaxlib.mlir.dialects._sdy_ops_gen
import time:       121 |       1648 |                         jaxlib.mlir.dialects.sdy
import time:       143 |       2853 |                       jax._src.lib.mlir.dialects
import time:       141 |        141 |                         jax._src.op_shardings
import time:       210 |        351 |                       jax._src.sharding
import time:      1022 |       4225 |                     jax._src.named_sharding
