import time: self [us] | cumulative | imported package
import time:       273 |        273 |                           pkgutil
import time:        85 |         85 |                             _pyrepl
import time:       150 |        234 |                           _pyrepl.pager
import time:      1179 |       1685 |                         pydoc
import time:       912 |       2597 |                       scipy._lib._docscrape
import time:       593 |      46440 |                     scipy._lib._array_api
import time:       622 |      47062 |                   scipy._lib._util
import time:       247 |      47308 |                 scipy.sparse._sputils
import time:       150 |        150 |                 scipy.sparse._matrix
import time:       431 |      47889 |               scipy.sparse._base
import time:       185 |        185 |                 scipy.sparse._sparsetools
import time:       214 |        214 |                   scipy.sparse._data
import time:       145 |        145 |                   scipy.sparse._index
import time:       381 |        738 |                 scipy.sparse._compressed
import time:       244 |       1166 |               scipy.sparse._csr
import time:       160 |        160 |               scipy.sparse._csc
import time:       507 |        507 |                 scipy.sparse._csparsetools
import time:       459 |        966 |               scipy.sparse._lil
import time:       411 |        411 |               scipy.sparse._dok
import time:       432 |        432 |               scipy.sparse._coo
import time:       225 |        225 |               scipy.sparse._dia
import time:       271 |        271 |               scipy.sparse._bsr
import time:      1217 |       1217 |               scipy.sparse._construct
import time:        93 |         93 |               scipy.sparse._extract
import time:        73 |         73 |               scipy.sparse._matrix_io
import time:       119 |        119 |                 scipy._lib.deprecation
import time:        65 |        184 |               scipy.sparse.base
import time:        57 |         57 |               scipy.sparse.bsr
import time:        50 |         50 |               scipy.sparse.compressed
import time:        50 |         50 |               scipy.sparse.construct
import time:        73 |         73 |               scipy.sparse.coo
import time:        53 |         53 |               scipy.sparse.csc
import time:        49 |         49 |               scipy.sparse.csr
import time:        64 |         64 |               scipy.sparse.data
import time:        47 |         47 |               scipy.sparse.dia
import time:        55 |         55 |               scipy.sparse.dok
import time:        45 |         45 |               scipy.sparse.extract
import time:        46 |         46 |               scipy.sparse.lil
import time:        48 |         48 |               scipy.sparse.sparsetools
import time:        46 |         46 |               scipy.sparse.sputils
import time:       301 |      54059 |             scipy.sparse
import time:       431 |      54489 |           scipy.spatial._ckdtree
import time:       252 |      54741 |         scipy.spatial._kdtree
import time:       171 |        171 |           scipy._lib.messagestream
import time:       542 |        542 |                   scipy.linalg._fblas
import time:        34 |         34 |                   scipy.linalg._cblas
import time:        18 |         18 |                   scipy.linalg._fblas_64
import time:       184 |        777 |                 scipy.linalg.blas
import time:       876 |        876 |                   scipy.linalg._flapack
import time:        37 |         37 |                   scipy.linalg._clapack
import time:        18 |         18 |                   scipy.linalg._flapack_64
import time:       530 |       1460 |                 scipy.linalg.lapack
import time:       156 |       2391 |               scipy.linalg._misc
import time:      1773 |       1773 |                 scipy.linalg.cython_lapack
import time:       954 |       2727 |               scipy.linalg._cythonized_array_utils
import time:      2721 |       2721 |                 scipy.linalg._decomp
import time:      1108 |       1108 |                 scipy.linalg._decomp_svd
import time:       215 |        215 |                 scipy.linalg._solve_toeplitz
import time:      2141 |       6184 |               scipy.linalg._basic
import time:       209 |        209 |                 scipy.linalg._decomp_lu_cython
import time:       465 |        674 |               scipy.linalg._decomp_lu
import time:       400 |        400 |               scipy.linalg._decomp_ldl
import time:       685 |        685 |               scipy.linalg._decomp_cholesky
import time:       744 |        744 |               scipy.linalg._decomp_qr
import time:       761 |        761 |               scipy.linalg._decomp_qz
import time:       636 |        636 |               scipy.linalg._decomp_schur
import time:       262 |        262 |               scipy.linalg._decomp_polar
import time:       495 |        495 |                 scipy.linalg._expm_frechet
import time:       156 |        156 |                 scipy.linalg._matfuncs_schur_sqrtm
import time:       122 |        122 |                 scipy.linalg._matfuncs_expm
import time:       116 |        116 |                 scipy.linalg._linalg_pythran
import time:      1393 |       2280 |               scipy.linalg._matfuncs
import time:       337 |        337 |               scipy.linalg._special_matrices
import time:       684 |        684 |               scipy.linalg._solvers
import time:       272 |        272 |               scipy.linalg._procrustes
import time:       550 |        550 |                 scipy.linalg.cython_blas
import time:      1283 |       1832 |               scipy.linalg._decomp_update
import time:       443 |        443 |               scipy.linalg._sketches
import time:       171 |        171 |               scipy.linalg._decomp_cossin
import time:        76 |         76 |               scipy.linalg.decomp
import time:        64 |         64 |               scipy.linalg.decomp_cholesky
import time:        51 |         51 |               scipy.linalg.decomp_lu
import time:        50 |         50 |               scipy.linalg.decomp_qr
import time:        54 |         54 |               scipy.linalg.decomp_svd
import time:        50 |         50 |               scipy.linalg.decomp_schur
import time:        50 |         50 |               scipy.linalg.basic
import time:        53 |         53 |               scipy.linalg.misc
import time:        56 |         56 |               scipy.linalg.special_matrices
import time:        53 |         53 |               scipy.linalg.matfuncs
import time:       283 |      22307 |             scipy.linalg
import time:        12 |      22319 |           scipy.linalg.cython_lapack
import time:       613 |      23102 |         scipy.spatial._qhull
import time:       198 |        198 |           scipy.spatial._voronoi
import time:       149 |        347 |         scipy.spatial._spherical_voronoi
import time:       455 |        455 |           scipy._lib.decorator
import time:       348 |        803 |         scipy.spatial._plotutils
import time:       121 |        121 |         scipy.spatial._procrustes
import time:        69 |         69 |                 scipy._lib.array_api_extra._lib
import time:        69 |         69 |                     scipy._lib.array_api_extra._lib._utils
import time:        62 |         62 |                       scipy._lib._array_api_compat_vendor
import time:        80 |        142 |                     scipy._lib.array_api_extra._lib._utils._compat
import time:        52 |         52 |                       scipy._lib.array_api_extra._lib._utils._typing
import time:       198 |        249 |                     scipy._lib.array_api_extra._lib._utils._helpers
import time:       307 |        765 |                   scipy._lib.array_api_extra._lib._at
import time:       190 |        955 |                 scipy._lib.array_api_extra._lib._funcs
import time:       146 |       1168 |               scipy._lib.array_api_extra._delegation
import time:       125 |        125 |               scipy._lib.array_api_extra._lib._lazy
import time:       100 |       1392 |             scipy._lib.array_api_extra
import time:       130 |        130 |               scipy.special._sf_error
import time:       273 |        273 |                 scipy.special._ufuncs_cxx
import time:       155 |        155 |                 scipy.special._ellip_harm_2
import time:       689 |        689 |                 scipy.special._special_ufuncs
import time:       204 |        204 |                 scipy.special._gufuncs
import time:       664 |       1984 |               scipy.special._ufuncs
import time:      5337 |       5337 |               scipy.special._support_alternative_backends
import time:        91 |         91 |                 scipy.special._input_validation
import time:       345 |        345 |                 scipy.special._specfun
import time:       142 |        142 |                 scipy.special._comb
import time:       298 |        298 |                 scipy.special._multiufuncs
import time:       454 |       1328 |               scipy.special._basic
import time:       878 |        878 |               scipy.special._logsumexp
import time:       401 |        401 |               scipy.special._orthogonal
import time:        87 |         87 |               scipy.special._spfun_stats
import time:        90 |         90 |               scipy.special._ellip_harm
import time:        64 |         64 |               scipy.special._lambertw
import time:        95 |         95 |               scipy.special._spherical_bessel
import time:        56 |         56 |               scipy.special.add_newdocs
import time:        72 |         72 |               scipy.special.basic
import time:        66 |         66 |               scipy.special.orthogonal
import time:        49 |         49 |               scipy.special.specfun
import time:        48 |         48 |               scipy.special.sf_error
import time:        55 |         55 |               scipy.special.spfun_stats
import time:       314 |      11046 |             scipy.special
import time:       203 |        203 |             scipy.spatial._hausdorff
import time:       355 |        355 |             scipy.spatial._distance_pybind
import time:       126 |        126 |             scipy.spatial._distance_wrap
import time:      1869 |      14989 |           scipy.spatial.distance
import time:        96 |      15084 |         scipy.spatial._geometric_slerp
import time:       101 |        101 |         scipy.spatial.ckdtree
import time:        60 |         60 |         scipy.spatial.kdtree
import time:        64 |         64 |         scipy.spatial.qhull
import time:      2683 |       2683 |                   scipy.constants._codata
import time:       683 |        683 |                   scipy.constants._constants
import time:        90 |         90 |                   scipy.constants.codata
import time:        86 |         86 |                   scipy.constants.constants
import time:      2266 |       5807 |                 scipy.constants
import time:       131 |       5937 |               scipy.spatial.transform._rotation_groups
import time:       949 |       6886 |             scipy.spatial.transform._rotation
import time:       463 |       7349 |           scipy.spatial.transform._rigid_transform
import time:       175 |        175 |           scipy.spatial.transform._rotation_spline
import time:        86 |         86 |           scipy.spatial.transform.rotation
import time:        90 |       7699 |         scipy.spatial.transform
import time:       177 |     105410 |       scipy.spatial
import time:        17 |     105427 |     scipy.spatial.distance
import time:       300 |     475276 |   celeri.celeri_util
import time:      1225 |       1225 |                 typing_extensions
import time:       621 |        621 |                 pydantic_core._pydantic_core
import time:      6323 |       6323 |                 pydantic_core.core_schema
import time:       412 |       8580 |               pydantic_core
import time:        82 |       8661 |             pydantic.version
import time:       209 |       8870 |           pydantic.warnings
import time:       175 |       9044 |         pydantic._migration
import time:        98 |         98 |             typing_inspection
import time:       784 |        784 |             typing_inspection.typing_objects
import time:       556 |       1437 |           typing_inspection.introspection
import time:       109 |        109 |           pydantic._internal
import time:       262 |        262 |               pydantic._internal._namespace_utils
import time:       289 |        551 |             pydantic._internal._typing_extra
import time:       186 |        736 |           pydantic._internal._repr
import time:       296 |       2576 |         pydantic.errors
import time:       190 |      11809 |       pydantic
import time:        55 |         55 |           pydantic._internal._internal_dataclass
import time:       747 |        801 |         pydantic.aliases
import time:       646 |        646 |         pydantic.config
import time:       209 |       1655 |       pydantic._internal._config
import time:       170 |        170 |         pydantic._internal._core_utils
import time:       323 |        323 |           pydantic._internal._import_utils
import time:       650 |        972 |         pydantic._internal._utils
import time:      2374 |       3515 |       pydantic._internal._decorators
import time:       312 |        312 |           pydantic._internal._forward_ref
import time:       303 |        614 |         pydantic._internal._generics
import time:       120 |        120 |         pydantic._internal._docs_extraction
import time:       271 |       1004 |       pydantic._internal._fields
import time:       379 |        379 |           pydantic.plugin
import time:       172 |        550 |         pydantic.plugin._schema_validator
import time:       211 |        761 |       pydantic._internal._mock_val_ser
import time:       158 |        158 |             zoneinfo._tzpath
import time:       168 |        168 |             zoneinfo._common
import time:       168 |        168 |             _zoneinfo
import time:       350 |        842 |           zoneinfo
import time:       127 |        127 |           pydantic.annotated_handlers
import time:      2098 |       2098 |           pydantic.functional_validators
import time:       214 |        214 |             pydantic._internal._core_metadata
import time:       132 |        132 |             pydantic._internal._schema_generation_shared
import time:      1492 |       1837 |           pydantic.json_schema
import time:       205 |        205 |           pydantic._internal._discriminated_union
import time:       203 |        203 |           pydantic._internal._known_annotated_metadata
import time:       644 |        644 |           pydantic._internal._schema_gather
import time:       987 |       6939 |         pydantic._internal._generate_schema
import time:       142 |        142 |         pydantic._internal._signature
import time:       336 |       7416 |       pydantic._internal._model_construction
import time:       105 |        105 |                   importlib.metadata._text
import time:       167 |        271 |                 importlib.metadata._adapters
import time:       595 |        866 |               meshio.__about__
import time:       117 |        117 |                     meshio._common
import time:       101 |        101 |                     meshio._exceptions
import time:        59 |         59 |                     meshio._files
import time:       155 |        155 |                       meshio._mesh
import time:        90 |        244 |                     meshio._helpers
import time:       155 |        674 |                   meshio.ansys._ansys
import time:        66 |        740 |                 meshio.ansys
import time:       185 |        185 |                   meshio.flac3d._flac3d
import time:        76 |        261 |                 meshio.flac3d
import time:       147 |        147 |                   meshio.gmsh.common
import time:       125 |        125 |                     meshio.gmsh._gmsh22
import time:       114 |        114 |                     meshio.gmsh._gmsh40
import time:       130 |        130 |                     meshio.gmsh._gmsh41
import time:       115 |        483 |                   meshio.gmsh.main
import time:        75 |        704 |                 meshio.gmsh
import time:       143 |        143 |                   meshio.mdpa._mdpa
import time:        62 |        204 |                 meshio.mdpa
import time:       159 |        159 |                   meshio.ply._ply
import time:        65 |        224 |                 meshio.ply
import time:       126 |        126 |                   meshio.stl._stl
import time:        65 |        191 |                 meshio.stl
import time:       355 |        355 |                       meshio._vtk_common
import time:       189 |        543 |                     meshio.vtk._vtk_42
import time:       171 |        171 |                     meshio.vtk._vtk_51
import time:       106 |        819 |                   meshio.vtk._main
import time:        60 |        879 |                 meshio.vtk
import time:       242 |        242 |                   meshio.vtu._vtu
import time:        80 |        322 |                 meshio.vtu
import time:        99 |         99 |                     meshio.xdmf.common
import time:       186 |        285 |                   meshio.xdmf.main
import time:       162 |        162 |                   meshio.xdmf.time_series
import time:        75 |        521 |                 meshio.xdmf
import time:       159 |       4201 |               meshio._cli._ascii
import time:        73 |         73 |               meshio._cli._binary
import time:       117 |        117 |                   meshio.cgns._cgns
import time:        72 |        188 |                 meshio.cgns
import time:       110 |        110 |                   meshio.h5m._h5m
import time:        60 |        170 |                 meshio.h5m
import time:        80 |        437 |               meshio._cli._compress
import time:        58 |         58 |               meshio._cli._convert
import time:        64 |         64 |               meshio._cli._decompress
import time:        51 |         51 |               meshio._cli._info
import time:       152 |       5899 |             meshio._cli._main
import time:       110 |       6008 |           meshio._cli
import time:       161 |        161 |             meshio.abaqus._abaqus
import time:        60 |        221 |           meshio.abaqus
import time:       131 |        131 |             meshio.avsucd._avsucd
import time:        66 |        196 |           meshio.avsucd
import time:       139 |        139 |             meshio.dolfin._dolfin
import time:        72 |        211 |           meshio.dolfin
import time:       159 |        159 |             meshio.exodus._exodus
import time:        63 |        222 |           meshio.exodus
import time:        96 |         96 |             meshio.hmf._hmf
import time:        57 |        153 |           meshio.hmf
import time:       161 |        161 |             meshio.med._med
import time:        56 |        216 |           meshio.med
import time:       141 |        141 |               meshio.medit._medit_internal
import time:       150 |        291 |             meshio.medit._medit
import time:        60 |        350 |           meshio.medit
import time:       169 |        169 |             meshio.nastran._nastran
import time:        70 |        238 |           meshio.nastran
import time:       162 |        162 |             meshio.netgen._netgen
import time:        65 |        227 |           meshio.netgen
import time:        91 |         91 |             meshio.neuroglancer._neuroglancer
import time:        64 |        154 |           meshio.neuroglancer
import time:        84 |         84 |             meshio.obj._obj
import time:        56 |        140 |           meshio.obj
import time:        89 |         89 |             meshio.off._off
import time:        64 |        153 |           meshio.off
import time:       134 |        134 |             meshio.permas._permas
import time:        56 |        190 |           meshio.permas
import time:       113 |        113 |             meshio.su2._su2
import time:        59 |        172 |           meshio.su2
import time:        98 |         98 |             meshio.svg._svg
import time:        57 |        154 |           meshio.svg
import time:       150 |        150 |             meshio.tecplot._tecplot
import time:        64 |        214 |           meshio.tecplot
import time:       110 |        110 |             meshio.tetgen._tetgen
import time:        66 |        175 |           meshio.tetgen
import time:       311 |        311 |             meshio.ugrid._ugrid
import time:        84 |        395 |           meshio.ugrid
import time:      1571 |       1571 |             meshio.wkt._wkt
import time:        68 |       1638 |           meshio.wkt
import time:       285 |      11702 |         meshio
import time:       104 |        104 |         celeri.constants
import time:      1344 |       1344 |             h5py._errors
import time:       647 |        647 |                 h5py.defs
import time:       262 |        262 |                 h5py._objects
import time:       121 |        121 |                 h5py.h5py_warnings
import time:       270 |       1299 |               h5py.h5
import time:       244 |       1543 |             h5py.version
import time:       156 |        156 |                     h5py.utils
import time:      2329 |       2484 |                   h5py.h5t
import time:       410 |        410 |                   h5py.h5s
import time:       175 |        175 |                   h5py.h5ac
import time:       949 |       4017 |                 h5py.h5p
import time:       219 |       4235 |               h5py.h5r
import time:       173 |        173 |                 h5py._npystrings
import time:       256 |        428 |               h5py._proxy
import time:       387 |       5049 |             h5py._conv
import time:       263 |        263 |             h5py.h5z
import time:       304 |        304 |             h5py.h5a
import time:       642 |        642 |             h5py.h5d
import time:       275 |        275 |             h5py.h5ds
import time:       322 |        322 |               h5py.h5g
import time:       155 |        155 |               h5py.h5i
import time:       281 |        281 |               h5py.h5o
import time:       601 |       1358 |             h5py.h5f
import time:       350 |        350 |             h5py.h5fd
import time:       172 |        172 |             h5py.h5pl
import time:        97 |         97 |             h5py._hl
import time:        83 |         83 |                 h5py._hl.compat
import time:       380 |        462 |               h5py._hl.base
import time:       257 |        718 |             h5py._hl.filters
import time:       305 |        305 |                 h5py.h5l
import time:       318 |        318 |                   h5py._selector
import time:       211 |        211 |                   h5py._hl.selections
import time:        88 |         88 |                   h5py._hl.selections2
import time:       305 |        305 |                   h5py._hl.datatype
import time:       242 |        242 |                   h5py._hl.vds
import time:       500 |       1661 |                 h5py._hl.dataset
import time:       291 |       2256 |               h5py._hl.group
import time:       280 |       2535 |             h5py._hl.files
import time:       175 |        175 |             h5py._hl.attrs
import time:       393 |      15211 |           h5py
import time:       126 |        126 |             zarr._version
import time:        76 |         76 |               zarr.api
import time:        77 |         77 |                   zarr.abc
import time:       857 |        934 |                 zarr.abc.store
import time:       466 |        466 |                       zarr.core.buffer.core
import time:        86 |         86 |                               donfig.version
import time:       284 |        284 |                                   yaml.error
import time:       301 |        301 |                                   yaml.tokens
import time:       309 |        309 |                                   yaml.events
import time:       207 |        207 |                                   yaml.nodes
import time:      2638 |       2638 |                                     yaml.reader
import time:       334 |        334 |                                     yaml.scanner
import time:       209 |        209 |                                     yaml.parser
import time:       141 |        141 |                                     yaml.composer
import time:       635 |        635 |                                     yaml.constructor
import time:       912 |        912 |                                     yaml.resolver
import time:       307 |       5173 |                                   yaml.loader
import time:      2698 |       2698 |                                     yaml.emitter
import time:       216 |        216 |                                     yaml.serializer
import time:       258 |        258 |                                     yaml.representer
import time:       270 |       3440 |                                   yaml.dumper
import time:       416 |        416 |                                     yaml._yaml
import time:       343 |        759 |                                   yaml.cyaml
import time:       232 |      10701 |                                 yaml
import time:       121 |        121 |                                 donfig._lock
import time:       196 |      11017 |                               donfig.config_obj
import time:       136 |      11238 |                             donfig
import time:       646 |      11883 |                           zarr.core.config
import time:       252 |        252 |                                 zarr.errors
import time:       374 |        626 |                               zarr.core.common
import time:      1384 |       2009 |                             zarr.core.dtype.common
import time:       113 |        113 |                               zarr.core.dtype.npy
import time:       507 |        507 |                               zarr.core.dtype.wrapper
import time:       506 |       1125 |                             zarr.core.dtype.npy.bool
import time:       414 |        414 |                               zarr.core.dtype.npy.common
import time:      1459 |       1873 |                             zarr.core.dtype.npy.bytes
import time:      1149 |       1149 |                             zarr.core.dtype.npy.complex
import time:      1334 |       1334 |                             zarr.core.dtype.npy.float
import time:      3123 |       3123 |                             zarr.core.dtype.npy.int
import time:       875 |        875 |                             zarr.core.dtype.npy.structured
import time:      1846 |       1846 |                             zarr.core.dtype.npy.time
import time:      1131 |       1131 |                             zarr.core.dtype.npy.string
import time:       475 |        475 |                             zarr.core.dtype.registry
import time:       398 |      15331 |                           zarr.core.dtype
import time:     10162 |      37375 |                         zarr.registry
import time:       222 |      37597 |                       zarr.core.buffer.cpu
import time:       140 |      38201 |                     zarr.core.buffer
import time:       412 |        412 |                         zarr.abc.metadata
import time:       380 |        791 |                       zarr.abc.codec
import time:       156 |        156 |                             zarr.abc.numcodec
import time:       926 |        926 |                             zarr.core.chunk_grids
import time:      1039 |       1039 |                             zarr.core.array_spec
import time:      1238 |       1238 |                             zarr.core.chunk_key_encodings
import time:       100 |        100 |                             zarr.core.metadata.common
import time:       963 |       4420 |                           zarr.core.metadata.v2
import time:      1121 |       1121 |                           zarr.core.metadata.v3
import time:       127 |       5667 |                         zarr.core.metadata
import time:      6577 |      12243 |                       zarr.core.indexing
import time:       585 |      13619 |                     zarr.core.codec_pipeline
import time:       116 |      51935 |                   zarr.core
import time:       115 |        115 |                             numcodecs.abc
import time:        84 |         84 |                             numcodecs.errors
import time:      7545 |       7743 |                           numcodecs.registry
import time:       107 |        107 |                           numcodecs.version
import time:       221 |        221 |                               numcodecs.ndarray_like
import time:        94 |        314 |                             numcodecs.compat
import time:        98 |        412 |                           numcodecs.zlib
import time:        94 |         94 |                           numcodecs.gzip
import time:        79 |         79 |                           numcodecs.bz2
import time:        89 |         89 |                           numcodecs.lzma
import time:       124 |        124 |                             numcodecs.compat_ext
import time:       346 |        469 |                           numcodecs.blosc
import time:       229 |        229 |                           numcodecs.zstd
import time:       169 |        169 |                           numcodecs.lz4
import time:       125 |        125 |                           numcodecs.astype
import time:        89 |         89 |                           numcodecs.delta
import time:        92 |         92 |                           numcodecs.quantize
import time:        81 |         81 |                           numcodecs.fixedscaleoffset
import time:        75 |         75 |                           numcodecs.packbits
import time:        83 |         83 |                           numcodecs.categorize
import time:        76 |         76 |                           numcodecs.pickles
import time:        63 |         63 |                           numcodecs.base64
import time:       220 |        220 |                             numcodecs._shuffle
import time:        81 |        301 |                           numcodecs.shuffle
import time:       103 |        103 |                           numcodecs.bitround
import time:       213 |        213 |                             numcodecs.jenkins
import time:        88 |         88 |                                 google_crc32c.__config__
import time:       170 |        170 |                                 google_crc32c._crc32c
import time:       133 |        133 |                                 google_crc32c._checksum
import time:       130 |        521 |                               google_crc32c.cext
import time:       103 |        624 |                             google_crc32c
import time:       368 |       1203 |                           numcodecs.checksum32
import time:       129 |        129 |                           numcodecs.json
import time:       319 |        319 |                           numcodecs.vlen
import time:       226 |        226 |                           numcodecs.fletcher32
import time:       243 |        243 |                           numcodecs.zfpy
import time:       153 |        153 |                               msgpack.exceptions
import time:       211 |        211 |                               msgpack.ext
import time:       252 |        252 |                               msgpack._cmsgpack
import time:       120 |        735 |                             msgpack
import time:       109 |        843 |                           numcodecs.msgpacks
import time:        51 |         51 |                             pcodec
import time:       107 |        157 |                           numcodecs.pcodec
import time:       401 |      13986 |                         numcodecs
import time:      1123 |      15108 |                       zarr.codecs.blosc
import time:       532 |        532 |                       zarr.codecs.bytes
import time:       340 |        340 |                       zarr.codecs.crc32c_
import time:       430 |        430 |                       zarr.codecs.gzip
import time:        86 |         86 |                           zarr.dtype
import time:      1100 |       1185 |                         zarr.codecs.numcodecs._codecs
import time:       123 |       1308 |                       zarr.codecs.numcodecs
import time:      1716 |       1716 |                       zarr.codecs.sharding
import time:       439 |        439 |                       zarr.codecs.transpose
import time:       638 |        638 |                       zarr.codecs.vlen_utf8
import time:       448 |        448 |                       zarr.codecs.zstd
import time:       239 |      21192 |                     zarr.codecs
import time:       489 |      21680 |                   zarr.codecs._v2
import time:      1173 |       1173 |                   zarr.core._info
import time:       158 |        158 |                   zarr.core.attributes
import time:       171 |        171 |                           zarr.storage._local
import time:        51 |         51 |                               cupy
import time:       152 |        202 |                             zarr.core.buffer.gpu
import time:        81 |         81 |                             zarr.storage._utils
import time:       171 |        453 |                           zarr.storage._memory
import time:       243 |        866 |                         zarr.storage._common
import time:       224 |        224 |                         zarr.storage._fsspec
import time:       186 |        186 |                           zarr.storage._wrapper
import time:       387 |        573 |                         zarr.storage._logging
import time:       419 |        419 |                         zarr.storage._obstore
import time:       188 |        188 |                         zarr.storage._zip
import time:       116 |       2383 |                       zarr.storage
import time:        18 |       2401 |                     zarr.storage._common
import time:       104 |       2504 |                   zarr.core.metadata.io
import time:       155 |        155 |                         _queue
import time:       200 |        355 |                       queue
import time:       151 |        505 |                     concurrent.futures.thread
import time:       158 |        663 |                   zarr.core.sync
import time:      1676 |      79786 |                 zarr.core.array
import time:      2525 |       2525 |                 zarr.core.group
import time:       416 |      83660 |               zarr.api.asynchronous
import time:       152 |        152 |               zarr.core.sync_group
import time:       311 |      84198 |             zarr.api.synchronous
import time:       203 |      84525 |           zarr
import time:       138 |      99873 |         celeri.output
import time:      4922 |       4922 |           annotated_types
import time:       266 |        266 |           pydantic._internal._validators
import time:      4318 |       4318 |           pydantic.types
import time:      1352 |      10856 |         pydantic.fields
import time:       130 |        130 |         pydantic.plugin._loader
import time:      9432 |     132095 |       celeri.mesh
import time:      3487 |     161737 |     celeri.config
import time:       104 |     161840 |   celeri.cli
import time:       167 |        167 |         pytz.exceptions
import time:       175 |        175 |         pytz.lazy
import time:       160 |        160 |         pytz.tzinfo
import time:        82 |         82 |         pytz.tzfile
import time:       607 |       1189 |       pytz
import time:        96 |         96 |         pandas.compat._constants
import time:       126 |        126 |         pandas.compat.compressors
import time:        74 |         74 |             pandas.util
import time:       482 |        556 |           pandas.util.version
import time:       147 |        703 |         pandas.compat.numpy
import time:       164 |        164 |             pyarrow._generated_version
import time:       449 |        449 |                 cloudpickle.cloudpickle
import time:       204 |        652 |               cloudpickle
import time:       138 |        138 |               pyarrow.util
import time:     29729 |      30518 |             pyarrow.lib
import time:       230 |        230 |             pyarrow.ipc
import time:       543 |        543 |             pyarrow.types
import time:       385 |      31839 |           pyarrow
import time:       155 |      31993 |         pandas.compat.pyarrow
import time:       190 |      33106 |       pandas.compat
import time:      1878 |       1878 |           pandas._typing
import time:       135 |        135 |           pandas.util._exceptions
import time:       665 |       2677 |         pandas._config.config
import time:       162 |        162 |         pandas._config.dates
import time:        95 |         95 |         pandas._config.display
import time:       146 |       3078 |       pandas._config
import time:        69 |         69 |         pandas.core
import time:       559 |        627 |       pandas.core.config_init
import time:       195 |        195 |           pandas._libs.pandas_parser
import time:       103 |        103 |           pandas._libs.pandas_datetime
import time:       194 |        194 |                       pandas._libs.tslibs.ccalendar
import time:       265 |        265 |                       pandas._libs.tslibs.np_datetime
import time:       693 |       1151 |                     pandas._libs.tslibs.dtypes
import time:       159 |        159 |                       pandas._libs.tslibs.base
import time:       406 |        406 |                           pandas._libs.tslibs.nattype
import time:       165 |        165 |                               pandas.compat._optional
import time:       494 |        659 |                             pandas._libs.tslibs.timezones
import time:       714 |        714 |                               _strptime
import time:       117 |        117 |                               pandas._config.localization
import time:       428 |       1258 |                             pandas._libs.tslibs.fields
import time:       709 |       2624 |                           pandas._libs.tslibs.timedeltas
import time:       485 |        485 |                           pandas._libs.tslibs.tzconversion
import time:       779 |       4293 |                         pandas._libs.tslibs.timestamps
import time:       198 |        198 |                         pandas._libs.properties
import time:      1131 |       5621 |                       pandas._libs.tslibs.offsets
import time:       707 |        707 |                         pandas._libs.tslibs.strptime
import time:       570 |       1276 |                       pandas._libs.tslibs.parsing
import time:       416 |       7470 |                     pandas._libs.tslibs.conversion
import time:       671 |        671 |                     pandas._libs.tslibs.period
import time:       358 |        358 |                     pandas._libs.tslibs.vectorized
import time:       179 |       9827 |                   pandas._libs.tslibs
import time:        19 |       9845 |                 pandas._libs.tslibs.nattype
import time:       171 |        171 |                 pandas._libs.ops_dispatch
import time:       575 |      10590 |               pandas._libs.missing
import time:       942 |      11532 |             pandas._libs.hashtable
import time:       940 |        940 |             pandas._libs.algos
import time:       720 |      13191 |           pandas._libs.interval
import time:        89 |      13576 |         pandas._libs
import time:       117 |        117 |           pandas.core.dtypes
import time:       846 |        846 |           pandas._libs.lib
import time:       456 |        456 |           pandas.errors
import time:       444 |        444 |             pandas.core.dtypes.generic
import time:       222 |        665 |           pandas.core.dtypes.base
import time:       125 |        125 |           pandas.core.dtypes.inference
import time:      1007 |       3213 |         pandas.core.dtypes.dtypes
import time:       246 |        246 |           pandas.core.dtypes.common
import time:       252 |        498 |         pandas.core.dtypes.missing
import time:       157 |        157 |           pandas.util._decorators
import time:        80 |         80 |               pandas.io
import time:       131 |        211 |             pandas.io._util
import time:       342 |        552 |           pandas.core.dtypes.cast
import time:       113 |        113 |             pandas.core.dtypes.astype
import time:       112 |        224 |           pandas.core.dtypes.concat
import time:        69 |         69 |             pandas.core.array_algos
import time:       380 |        380 |               pandas.core.common
import time:       168 |        548 |             pandas.core.construction
import time:       207 |        823 |           pandas.core.array_algos.take
import time:       153 |        153 |             pandas.core.indexers.utils
import time:       113 |        265 |           pandas.core.indexers
import time:       373 |       2392 |         pandas.core.algorithms
import time:      4696 |       4696 |                 pyarrow._compute
import time:       124 |        124 |                 pyarrow._compute_docstrings
import time:        93 |         93 |                 pyarrow.vendored
import time:       486 |        486 |                 pyarrow.vendored.docscrape
import time:     15662 |      21058 |               pyarrow.compute
import time:       227 |      21285 |             pandas.core.arrays.arrow.accessors
import time:       167 |        167 |               pandas.util._validators
import time:       270 |        270 |               pandas.core.missing
import time:       334 |        334 |                   pandas._libs.ops
import time:        98 |         98 |                   pandas.core.roperator
import time:        70 |         70 |                   pandas.core.computation
import time:       122 |        122 |                     pandas.core.computation.check
import time:       174 |        296 |                   pandas.core.computation.expressions
import time:        86 |         86 |                   pandas.core.ops.missing
import time:        65 |         65 |                   pandas.core.ops.dispatch
import time:        63 |         63 |                   pandas.core.ops.invalid
import time:       239 |       1249 |                 pandas.core.ops.array_ops
import time:        84 |         84 |                 pandas.core.ops.common
import time:       118 |        118 |                 pandas.core.ops.docstrings
import time:        81 |         81 |                 pandas.core.ops.mask_ops
import time:       126 |       1655 |               pandas.core.ops
import time:       415 |        415 |               pandas.core.arraylike
