import time: self [us] | cumulative | imported package
import time:       166 |        466 |                           zarr.storage._memory
import time:       236 |        878 |                         zarr.storage._common
import time:       176 |        176 |                         zarr.storage._fsspec
import time:       168 |        168 |                           zarr.storage._wrapper
import time:       173 |        341 |                         zarr.storage._logging
import time:       392 |        392 |                         zarr.storage._obstore
import time:       205 |        205 |                         zarr.storage._zip
import time:       135 |       2123 |                       zarr.storage
import time:        20 |       2143 |                     zarr.storage._common
import time:        96 |       2238 |                   zarr.core.metadata.io
import time:       165 |        165 |                         _queue
import time:       422 |        586 |                       queue
import time:       172 |        758 |                     concurrent.futures.thread
import time:       172 |        929 |                   zarr.core.sync
import time:      2075 |      82053 |                 zarr.core.array
import time:      2441 |       2441 |                 zarr.core.group
import time:       401 |      86396 |               zarr.api.asynchronous
import time:       129 |        129 |               zarr.core.sync_group
import time:       238 |      86824 |             zarr.api.synchronous
import time:       190 |      87111 |           zarr
import time:       147 |     103023 |         celeri.output
import time:      4972 |       4972 |           annotated_types
import time:       278 |        278 |           pydantic._internal._validators
import time:      8864 |       8864 |           pydantic.types
import time:      1371 |      15482 |         pydantic.fields
import time:       130 |        130 |         pydantic.plugin._loader
import time:     13133 |     132011 |       celeri.mesh
import time:      3912 |     165835 |     celeri.config
import time:       144 |     167444 |   celeri.cli
import time:       157 |        157 |         pytz.exceptions
import time:       174 |        174 |         pytz.lazy
import time:       203 |        203 |         pytz.tzinfo
import time:        84 |         84 |         pytz.tzfile
import time:       387 |       1003 |       pytz
import time:        86 |         86 |         dateutil._version
import time:       100 |        186 |       dateutil
import time:        87 |         87 |         pandas.compat._constants
import time:       101 |        101 |         pandas.compat.compressors
import time:       148 |        148 |             pandas.util
import time:      1131 |       1279 |           pandas.util.version
import time:       206 |       1485 |         pandas.compat.numpy
import time:       139 |        139 |             pyarrow._generated_version
import time:       437 |        437 |                 cloudpickle.cloudpickle
import time:       180 |        617 |               cloudpickle
import time:       139 |        139 |               pyarrow.util
import time:     27505 |      28260 |             pyarrow.lib
import time:       225 |        225 |             pyarrow.ipc
import time:       551 |        551 |             pyarrow.types
import time:       327 |      29501 |           pyarrow
import time:       187 |      29687 |         pandas.compat.pyarrow
import time:       148 |      31505 |       pandas.compat
import time:       400 |        400 |                   numpy.random._common
import time:       153 |        153 |                     hmac
import time:       138 |        290 |                   secrets
import time:       398 |       1087 |                 numpy.random.bit_generator
import time:       272 |       1359 |               numpy.random._bounded_integers
import time:       240 |        240 |                   numpy.random._pcg64
import time:       174 |        174 |                   numpy.random._mt19937
import time:      1039 |       1452 |                 numpy.random._generator
import time:       157 |        157 |                 numpy.random._philox
import time:       146 |        146 |                 numpy.random._sfc64
import time:      1020 |       1020 |                 numpy.random.mtrand
import time:       116 |       2890 |               numpy.random._pickle
import time:       179 |       4427 |             numpy.random
import time:      2098 |       6525 |           pandas._typing
import time:       144 |        144 |           pandas.util._exceptions
import time:       610 |       7278 |         pandas._config.config
import time:       171 |        171 |         pandas._config.dates
import time:       103 |        103 |         pandas._config.display
import time:       146 |       7696 |       pandas._config
import time:        67 |         67 |         pandas.core
import time:       796 |        862 |       pandas.core.config_init
import time:       217 |        217 |           pandas._libs.pandas_parser
import time:       110 |        110 |           pandas._libs.pandas_datetime
import time:       173 |        173 |                       pandas._libs.tslibs.ccalendar
import time:       247 |        247 |                       pandas._libs.tslibs.np_datetime
import time:      3653 |       4073 |                     pandas._libs.tslibs.dtypes
import time:       176 |        176 |                       pandas._libs.tslibs.base
import time:       378 |        378 |                           pandas._libs.tslibs.nattype
import time:       145 |        145 |                               pandas.compat._optional
import time:       631 |        631 |                                   six
import time:        32 |         32 |                                   six.moves
import time:       166 |        166 |                                   dateutil.tz._common
import time:       133 |        133 |                                   dateutil.tz._factories
import time:        19 |         19 |                                     six.moves.winreg
import time:       153 |        171 |                                   dateutil.tz.win
import time:       757 |       1887 |                                 dateutil.tz.tz
import time:       131 |       2018 |                               dateutil.tz
import time:       368 |       2531 |                             pandas._libs.tslibs.timezones
import time:       785 |        785 |                               _strptime
import time:       120 |        120 |                               pandas._config.localization
import time:       423 |       1327 |                             pandas._libs.tslibs.fields
import time:       711 |       4567 |                           pandas._libs.tslibs.timedeltas
import time:       441 |        441 |                           pandas._libs.tslibs.tzconversion
import time:       742 |       6126 |                         pandas._libs.tslibs.timestamps
import time:       203 |        203 |                         pandas._libs.properties
import time:      1091 |       7419 |                       pandas._libs.tslibs.offsets
import time:        86 |         86 |                             dateutil._common
import time:      1071 |       1156 |                           dateutil.parser._parser
import time:       199 |        199 |                           dateutil.parser.isoparser
import time:       168 |       1522 |                         dateutil.parser
import time:       774 |        774 |                         pandas._libs.tslibs.strptime
import time:       592 |       2886 |                       pandas._libs.tslibs.parsing
import time:       485 |      10964 |                     pandas._libs.tslibs.conversion
import time:       707 |        707 |                     pandas._libs.tslibs.period
import time:       321 |        321 |                     pandas._libs.tslibs.vectorized
import time:       187 |      16249 |                   pandas._libs.tslibs
import time:        17 |      16266 |                 pandas._libs.tslibs.nattype
import time:       166 |        166 |                 pandas._libs.ops_dispatch
import time:       352 |      16783 |               pandas._libs.missing
import time:       975 |      17757 |             pandas._libs.hashtable
import time:       732 |        732 |             pandas._libs.algos
import time:       750 |      19238 |           pandas._libs.interval
import time:       101 |      19665 |         pandas._libs
import time:       109 |        109 |           pandas.core.dtypes
import time:       840 |        840 |           pandas._libs.lib
import time:       460 |        460 |           pandas.errors
import time:       270 |        270 |             pandas.core.dtypes.generic
import time:       235 |        504 |           pandas.core.dtypes.base
import time:       133 |        133 |           pandas.core.dtypes.inference
import time:      1132 |       3174 |         pandas.core.dtypes.dtypes
import time:       277 |        277 |           pandas.core.dtypes.common
import time:       251 |        527 |         pandas.core.dtypes.missing
import time:       155 |        155 |           pandas.util._decorators
import time:        78 |         78 |               pandas.io
import time:       144 |        222 |             pandas.io._util
import time:       376 |        597 |           pandas.core.dtypes.cast
import time:        99 |         99 |             pandas.core.dtypes.astype
import time:       112 |        210 |           pandas.core.dtypes.concat
import time:        65 |         65 |             pandas.core.array_algos
import time:      2762 |       2762 |                 numpy.ma.core
import time:       736 |        736 |                 numpy.ma.extras
import time:       149 |       3646 |               numpy.ma
import time:       209 |        209 |               pandas.core.common
import time:       177 |       4031 |             pandas.core.construction
import time:       214 |       4309 |           pandas.core.array_algos.take
import time:       138 |        138 |             pandas.core.indexers.utils
import time:        86 |        223 |           pandas.core.indexers
import time:       395 |       5887 |         pandas.core.algorithms
import time:      4792 |       4792 |                 pyarrow._compute
import time:       120 |        120 |                 pyarrow._compute_docstrings
import time:        80 |         80 |                 pyarrow.vendored
import time:       270 |        270 |                     pkgutil
import time:       109 |        109 |                       _pyrepl
import time:       152 |        261 |                     _pyrepl.pager
import time:      1192 |       1721 |                   pydoc
import time:      1133 |       2853 |                 pyarrow.vendored.docscrape
import time:     16090 |      23934 |               pyarrow.compute
import time:       217 |      24150 |             pandas.core.arrays.arrow.accessors
import time:       157 |        157 |               pandas.util._validators
import time:       237 |        237 |               pandas.core.missing
import time:       351 |        351 |                   pandas._libs.ops
import time:        95 |         95 |                   pandas.core.roperator
import time:        65 |         65 |                   pandas.core.computation
import time:       118 |        118 |                     pandas.core.computation.check
import time:       173 |        290 |                   pandas.core.computation.expressions
import time:        73 |         73 |                   pandas.core.ops.missing
import time:        58 |         58 |                   pandas.core.ops.dispatch
import time:        56 |         56 |                   pandas.core.ops.invalid
import time:       239 |       1223 |                 pandas.core.ops.array_ops
import time:        75 |         75 |                 pandas.core.ops.common
import time:       144 |        144 |                 pandas.core.ops.docstrings
import time:        69 |         69 |                 pandas.core.ops.mask_ops
import time:       111 |       1620 |               pandas.core.ops
import time:       235 |        235 |               pandas.core.arraylike
import time:       219 |        219 |               pandas.core.arrays._arrow_string_mixins
import time:        72 |         72 |               pandas.core.arrays._utils
import time:       216 |        216 |                 pandas.compat.numpy.function
import time:        84 |         84 |                 pandas.core.array_algos.quantile
import time:       157 |        157 |                 pandas.core.sorting
import time:       770 |       1225 |               pandas.core.arrays.base
import time:       571 |        571 |                 pandas.core.nanops
import time:        84 |         84 |                 pandas.core.array_algos.masked_accumulations
import time:        91 |         91 |                 pandas.core.array_algos.masked_reductions
import time:        67 |         67 |                   pandas.core.util
import time:       285 |        285 |                   pandas._libs.hashing
import time:       140 |        490 |                 pandas.core.util.hashing
import time:       593 |       1828 |               pandas.core.arrays.masked
import time:       236 |        236 |                 pandas._libs.arrays
import time:       388 |        388 |                   pandas.core.arrays.numeric
import time:       167 |        555 |                 pandas.core.arrays.floating
import time:       249 |        249 |                 pandas.core.arrays.integer
import time:        72 |         72 |                     pandas.core.array_algos.transforms
import time:       299 |        370 |                   pandas.core.arrays._mixins
import time:        71 |         71 |                     pandas.core.strings
import time:       158 |        158 |                     pandas.core.strings.base
import time:       327 |        555 |                   pandas.core.strings.object_array
import time:       256 |       1181 |                 pandas.core.arrays.numpy_
import time:        77 |         77 |                 pandas.io.formats
import time:        71 |         71 |                   pandas.io.formats.console
import time:       278 |        348 |                 pandas.io.formats.printing
import time:       495 |       3139 |               pandas.core.arrays.string_
import time:       152 |        152 |                 pandas.tseries
import time:       270 |        422 |               pandas.tseries.frequencies
import time:      1052 |      10199 |             pandas.core.arrays.arrow.array
import time:       117 |      34465 |           pandas.core.arrays.arrow
import time:       193 |        193 |           pandas.core.arrays.boolean
import time:       228 |        228 |               _csv
import time:       399 |        626 |             csv
import time:       241 |        241 |             pandas.core.accessor
import time:       417 |        417 |             pandas.core.base
import time:      3063 |       4345 |           pandas.core.arrays.categorical
import time:       441 |        441 |             pandas._libs.tslib
import time:        95 |         95 |               pandas.core.array_algos.datetimelike_accumulations
import time:      1242 |       1337 |             pandas.core.arrays.datetimelike
import time:       113 |        113 |             pandas.core.arrays._ranges
import time:        85 |         85 |             pandas.tseries.offsets
import time:       504 |       2477 |           pandas.core.arrays.datetimes
import time:       372 |        372 |             pandas.core.arrays.timedeltas
import time:       894 |       1265 |           pandas.core.arrays.interval
import time:       394 |        394 |           pandas.core.arrays.period
import time:       497 |        497 |                 pandas._libs.sparse
import time:       726 |       1222 |               pandas.core.arrays.sparse.array
import time:       220 |       1442 |             pandas.core.arrays.sparse.accessor
import time:        92 |       1534 |           pandas.core.arrays.sparse
import time:       356 |        356 |           pandas.core.arrays.string_arrow
import time:       123 |      45149 |         pandas.core.arrays
import time:       116 |        116 |         pandas.core.flags
import time:       412 |        412 |               pandas._libs.internals
import time:        87 |         87 |                 pandas.core._numba
import time:       172 |        258 |               pandas.core._numba.executor
import time:       645 |       1315 |             pandas.core.apply
import time:       224 |        224 |                   pandas._libs.indexing
import time:        87 |         87 |                     pandas.core.indexes
import time:       739 |        739 |                       pandas._libs.index
import time:       299 |        299 |                       pandas._libs.writers
import time:       461 |        461 |                       pandas._libs.join
import time:       124 |        124 |                       pandas.core.array_algos.putmask
import time:       124 |        124 |                       pandas.core.indexes.frozen
import time:      1651 |       1651 |                       pandas.core.strings.accessor
import time:      1819 |       5214 |                     pandas.core.indexes.base
import time:       174 |        174 |                       pandas.core.indexes.extension
import time:       262 |        435 |                     pandas.core.indexes.category
import time:       450 |        450 |                         pandas.core.indexes.range
import time:        80 |         80 |                           pandas.core.tools
import time:       221 |        300 |                         pandas.core.tools.timedeltas
import time:       469 |       1218 |                       pandas.core.indexes.datetimelike
import time:       103 |        103 |                       pandas.core.tools.times
import time:       512 |       1833 |                     pandas.core.indexes.datetimes
import time:      1013 |       1013 |                       pandas.core.indexes.multi
import time:       208 |        208 |                       pandas.core.indexes.timedeltas
import time:       781 |       2001 |                     pandas.core.indexes.interval
import time:       362 |        362 |                     pandas.core.indexes.period
import time:       200 |      10129 |                   pandas.core.indexes.api
import time:       829 |      11180 |                 pandas.core.indexing
import time:        99 |         99 |                 pandas.core.sample
import time:        93 |         93 |                 pandas.core.array_algos.replace
import time:       864 |        864 |                     pandas.core.internals.blocks
import time:       121 |        984 |                   pandas.core.internals.api
import time:       206 |        206 |                     pandas.core.internals.base
import time:       282 |        282 |                       pandas.core.internals.ops
import time:       530 |        812 |                     pandas.core.internals.managers
import time:       441 |       1458 |                   pandas.core.internals.array_manager
import time:       187 |        187 |                   pandas.core.internals.concat
import time:        90 |       2717 |                 pandas.core.internals
import time:       217 |        217 |                 pandas.core.internals.construction
import time:        71 |         71 |                   pandas.core.methods
import time:        63 |         63 |                     pandas.core.reshape
import time:       422 |        484 |                   pandas.core.reshape.concat
import time:       209 |        209 |                       mmap
import time:      1023 |       1023 |                       tarfile
import time:       107 |        107 |                       pandas.core.shared_docs
import time:      1174 |       2510 |                     pandas.io.common
import time:       638 |       3148 |                   pandas.io.formats.format
import time:       217 |       3918 |                 pandas.core.methods.describe
import time:        84 |         84 |                       pandas._libs.window
import time:       734 |        818 |                     pandas._libs.window.aggregations
import time:       302 |        302 |                       pandas._libs.window.indexers
import time:       333 |        634 |                     pandas.core.indexers.objects
import time:       111 |        111 |                     pandas.core.util.numba_
import time:       106 |        106 |                     pandas.core.window.common
import time:       140 |        140 |                     pandas.core.window.doc
import time:       124 |        124 |                     pandas.core.window.numba_
import time:        84 |         84 |                     pandas.core.window.online
import time:      1311 |       1311 |                     pandas.core.window.rolling
import time:       500 |       3823 |                   pandas.core.window.ewm
import time:       665 |        665 |                   pandas.core.window.expanding
import time:       116 |       4604 |                 pandas.core.window
import time:      3343 |      26166 |               pandas.core.generic
import time:       364 |        364 |               pandas.core.methods.selectn
import time:        72 |         72 |                 pandas.core.reshape.util
import time:       103 |        103 |                 pandas.core.tools.numeric
import time:       209 |        384 |               pandas.core.reshape.melt
import time:       371 |        371 |                 pandas._libs.reshape
import time:       446 |        446 |                 pandas.core.indexes.accessors
import time:        85 |         85 |                   pandas.arrays
import time:       505 |        589 |                 pandas.core.tools.datetimes
import time:       882 |        882 |                 pandas.io.formats.info
import time:       656 |        656 |                   pandas.plotting._core
import time:       154 |        154 |                   pandas.plotting._misc
import time:       114 |        923 |                 pandas.plotting
import time:      2468 |       5676 |               pandas.core.series
import time:      5131 |      37719 |             pandas.core.frame
import time:       751 |        751 |             pandas.core.groupby.base
import time:      2839 |       2839 |               pandas._libs.groupby
import time:        85 |         85 |                 pandas.core.groupby.categorical
import time:       413 |        498 |               pandas.core.groupby.grouper
import time:       499 |       3834 |             pandas.core.groupby.ops
import time:       119 |        119 |               pandas.core.groupby.numba_
import time:       179 |        179 |               pandas.core.groupby.indexing
import time:      1454 |       1751 |             pandas.core.groupby.groupby
import time:      1235 |      46602 |           pandas.core.groupby.generic
import time:        91 |      46693 |         pandas.core.groupby
import time:       153 |     121359 |       pandas.core.api
import time:        97 |         97 |       pandas.tseries.api
import time:        61 |         61 |               pandas.core.computation.common
import time:       125 |        185 |             pandas.core.computation.align
import time:       446 |        446 |               pandas.core.computation.scope
import time:       287 |        733 |             pandas.core.computation.ops
import time:       134 |       1051 |           pandas.core.computation.engines
import time:        96 |         96 |             pandas.core.computation.parsing
import time:       834 |        929 |           pandas.core.computation.expr
import time:       133 |       2112 |         pandas.core.computation.eval
import time:        87 |       2199 |       pandas.core.computation.api
import time:       144 |        144 |         pandas.core.reshape.encoding
import time:       673 |        673 |         pandas.core.reshape.merge
import time:       482 |        482 |         pandas.core.reshape.pivot
import time:       142 |        142 |         pandas.core.reshape.tile
import time:       110 |       1548 |       pandas.core.reshape.api
import time:       105 |        105 |         pandas.api.extensions
import time:        75 |         75 |         pandas.api.indexers
import time:        53 |         53 |             pandas.core.interchange
import time:       862 |        915 |           pandas.core.interchange.dataframe_protocol
import time:       128 |        128 |             pandas.core.interchange.utils
import time:       200 |        327 |           pandas.core.interchange.from_dataframe
import time:        67 |       1308 |         pandas.api.interchange
import time:        76 |         76 |           pandas.core.dtypes.api
import time:        78 |        154 |         pandas.api.types
import time:       927 |        927 |           pandas.core.resample
import time:       205 |        205 |                 pandas._libs.json
import time:       148 |        148 |                 pandas.io.json._normalize
import time:       126 |        126 |                 pandas.io.json._table_schema
import time:       521 |        521 |                       pandas._libs.parsers
import time:       459 |        459 |                         pandas.io.parsers.base_parser
import time:       175 |        633 |                       pandas.io.parsers.arrow_parser_wrapper
import time:       157 |        157 |                       pandas.io.parsers.c_parser_wrapper
import time:       551 |        551 |                       pandas.io.parsers.python_parser
import time:      1327 |       3187 |                     pandas.io.parsers.readers
import time:        77 |       3263 |                   pandas.io.parsers
import time:        18 |       3281 |                 pandas.io.parsers.readers
import time:       682 |       4440 |               pandas.io.json._json
import time:        95 |       4534 |             pandas.io.json
import time:        19 |       4553 |           pandas.io.json._json
import time:      1194 |       1194 |           pandas.io.stata
import time:        93 |       6765 |         pandas.api.typing
import time:       121 |       8526 |       pandas.api
import time:       125 |        125 |             pandas._testing.contexts
import time:       132 |        256 |           pandas._testing._io
import time:       150 |        150 |           pandas._testing._warnings
import time:       155 |        155 |               cmath
import time:       263 |        417 |             pandas._libs.testing
import time:       256 |        673 |           pandas._testing.asserters
import time:        82 |         82 |           pandas._testing.compat
import time:       419 |       1578 |         pandas._testing
import time:        95 |       1672 |       pandas.testing
import time:       117 |        117 |       pandas.util._print_versions
import time:        88 |         88 |         pandas.io.clipboards
import time:       113 |        113 |             pandas.io.excel._util
import time:       445 |        445 |             pandas.io.excel._calamine
import time:       236 |        236 |             pandas.io.excel._odfreader
import time:       309 |        309 |             pandas.io.excel._openpyxl
import time:       123 |        123 |             pandas.io.excel._pyxlsb
import time:       156 |        156 |             pandas.io.excel._xlrd
import time:       927 |       2307 |           pandas.io.excel._base
import time:       169 |        169 |           pandas.io.excel._odswriter
import time:       159 |        159 |           pandas.io.excel._xlsxwriter
import time:        81 |       2714 |         pandas.io.excel
import time:       129 |        129 |         pandas.io.feather_format
import time:        82 |         82 |         pandas.io.gbq
import time:       464 |        464 |         pandas.io.html
import time:        98 |         98 |         pandas.io.orc
import time:       305 |        305 |         pandas.io.parquet
import time:       151 |        151 |           pandas.compat.pickle_compat
import time:       142 |        293 |         pandas.io.pickle
import time:       422 |        422 |           pandas.core.computation.pytables
import time:      1638 |       2060 |         pandas.io.pytables
import time:       202 |        202 |           pandas.io.sas.sasreader
import time:       110 |        312 |         pandas.io.sas
import time:        84 |         84 |         pandas.io.spss
import time:       619 |        619 |         pandas.io.sql
import time:       397 |        397 |         pandas.io.xml
import time:       134 |       7773 |       pandas.io.api
import time:        84 |         84 |       pandas.util._tester
import time:        54 |         54 |       pandas._version_meson
import time:       299 |     184971 |     pandas
import time:       482 |        482 |             matplotlib._api.deprecation
import time:       254 |        735 |           matplotlib._api
import time:        63 |         63 |           matplotlib._version
import time:       237 |        237 |             shlex
import time:       339 |        339 |             matplotlib._c_internal_utils
import time:       677 |       1253 |           matplotlib.cbook
import time:       148 |        148 |           matplotlib._docstring
import time:       268 |        268 |               matplotlib.backends.registry
import time:        81 |        348 |             matplotlib.backends
import time:       130 |        130 |                 PIL._version
import time:       173 |        303 |               PIL
import time:      2111 |       2111 |                 PIL.ExifTags
import time:       320 |        320 |                 PIL.ImageMode
import time:       492 |        492 |                 PIL.TiffTags
import time:        98 |         98 |                 PIL._binary
import time:        76 |         76 |                 PIL._deprecate
import time:        83 |         83 |                 PIL._util
import time:        73 |         73 |                         xml
import time:        97 |        169 |                       xml.parsers
import time:       367 |        367 |                       pyexpat
import time:        91 |        626 |                     xml.parsers.expat
import time:       175 |        801 |                   defusedxml.common
import time:       114 |        915 |                 defusedxml
import time:        94 |         94 |                     xml.etree
import time:       336 |        336 |                     xml.etree.ElementPath
import time:       272 |        272 |                     _elementtree
import time:       846 |       1547 |                   xml.etree.ElementTree
import time:         4 |          4 |                   _elementtree
import time:       728 |       2278 |                 defusedxml.ElementTree
import time:       891 |        891 |                 PIL._imaging
import time:      1808 |       9068 |               PIL.Image
import time:       133 |        133 |                 PIL.ImageChops
import time:       784 |        784 |                 PIL.ImageFile
import time:       121 |        121 |                   PIL.GimpGradientFile
import time:        90 |         90 |                   PIL.GimpPaletteFile
import time:       161 |        161 |                   PIL.ImageColor
import time:        87 |         87 |                   PIL.PaletteFile
import time:       195 |        653 |                 PIL.ImagePalette
import time:        87 |         87 |                 PIL.ImageSequence
import time:      1136 |       2792 |               PIL.PngImagePlugin
import time:       297 |        297 |               matplotlib._cm
import time:       441 |        441 |                     matplotlib._path
import time:       237 |        237 |                       matplotlib.bezier
import time:       339 |        575 |                     matplotlib.path
import time:      1208 |       2223 |                   matplotlib.transforms
import time:      1187 |       3410 |                 matplotlib.ticker
import time:       510 |       3919 |               matplotlib.scale
import time:       474 |        474 |               matplotlib._image
import time:       593 |        593 |               matplotlib._color_data
import time:      1339 |      18780 |             matplotlib.colors
import time:       308 |        308 |                 pyparsing.util
import time:       300 |        300 |                   pyparsing.unicode
import time:      1199 |       1499 |                 pyparsing.exceptions
import time:       297 |        297 |                   pyparsing.results
import time:       279 |        576 |                 pyparsing.actions
import time:      8917 |       8917 |                 pyparsing.core
import time:      1840 |       1840 |                 pyparsing.helpers
import time:       239 |        239 |                 pyparsing.testing
import time:      2739 |       2739 |                 pyparsing.common
import time:       477 |      16591 |               pyparsing
import time:       273 |      16863 |             matplotlib._fontconfig_pattern
import time:       327 |        327 |             matplotlib._enums
import time:       290 |        290 |             cycler
import time:       885 |      37492 |           matplotlib.rcsetup
import time:      1516 |       1516 |           matplotlib.ft2font
import time:       147 |        147 |             kiwisolver.exceptions
import time:       308 |        455 |           kiwisolver._cext
import time:      1793 |       1793 |               matplotlib.artist
import time:       800 |       2592 |             matplotlib.colorizer
import time:      1072 |       1072 |             matplotlib._cm_listed
import time:       613 |        613 |             matplotlib._cm_multivar
import time:       696 |        696 |             matplotlib._cm_bivar
import time:      2160 |       7130 |           matplotlib.cm
import time:      4526 |      53315 |         matplotlib
import time:       121 |        121 |               matplotlib._pylab_helpers
import time:       669 |        790 |             matplotlib.backend_tools
import time:       820 |        820 |                 plistlib
import time:       709 |        709 |                   matplotlib._mathtext_data
import time:       354 |       1062 |                 matplotlib._afm
import time:      8310 |      10191 |               matplotlib.font_manager
import time:       260 |        260 |                 matplotlib.hatch
import time:       477 |        477 |                   matplotlib.markers
import time:      3415 |       3891 |                 matplotlib.lines
import time:     16170 |      20320 |               matplotlib.patches
import time:       806 |        806 |                 matplotlib._text_helpers
import time:      4233 |       4233 |                 matplotlib.dviread
import time:      2315 |       2315 |                   matplotlib._mathtext
import time:       233 |       2547 |                 matplotlib.mathtext
import time:       239 |        239 |                 matplotlib.texmanager
import time:       336 |       8159 |               matplotlib.textpath
import time:      3404 |      42073 |             matplotlib.text
import time:       130 |        130 |             matplotlib._tight_bbox
import time:     11354 |      11354 |               matplotlib.collections
import time:      1563 |      12917 |             matplotlib.widgets
import time:       222 |        222 |             matplotlib.backend_managers
import time:       174 |        174 |                 matplotlib._layoutgrid
import time:       191 |        364 |               matplotlib._constrained_layout
import time:       106 |        106 |               matplotlib._tight_layout
import time:       164 |        632 |             matplotlib.layout_engine
import time:      1537 |      58299 |           matplotlib.backend_bases
import time:      3422 |      61720 |         matplotlib.image
import time:      5160 |       5160 |           matplotlib.style.core
import time:       136 |       5295 |         matplotlib.style
import time:        98 |         98 |           matplotlib._blocking_input
import time:      4600 |       4600 |                 matplotlib.offsetbox
import time:       176 |        176 |                   matplotlib.units
import time:      4286 |       4461 |                 matplotlib.axis
import time:       520 |        520 |                 matplotlib.gridspec
import time:      1090 |       1090 |                 matplotlib.spines
import time:      1627 |       1627 |                 matplotlib.table
import time:      3180 |      15476 |               matplotlib.axes._base
import time:       221 |        221 |                 matplotlib.category
import time:      1961 |       1961 |                 matplotlib.contour
import time:       515 |        515 |                   dateutil.rrule
import time:       624 |       1138 |                 matplotlib.dates
import time:       587 |        587 |                 matplotlib.inset
import time:       148 |        148 |                   matplotlib.container
import time:       333 |        333 |                   matplotlib.legend_handler
import time:      1227 |       1707 |                 matplotlib.legend
import time:       272 |        272 |                 matplotlib.mlab
import time:      2746 |       2746 |                 matplotlib.quiver
import time:       132 |        132 |                 matplotlib.stackplot
import time:       272 |        272 |                 matplotlib.streamplot
import time:       148 |        148 |                   matplotlib.tri._triangulation
import time:       884 |        884 |                   matplotlib.tri._tricontour
import time:       130 |        130 |                   matplotlib.tri._trifinder
import time:       120 |        120 |                     matplotlib.tri._tritools
import time:       513 |        633 |                   matplotlib.tri._triinterpolate
import time:       621 |        621 |                   matplotlib.tri._tripcolor
import time:        86 |         86 |                   matplotlib.tri._triplot
import time:       125 |        125 |                   matplotlib.tri._trirefine
import time:       119 |       2740 |                 matplotlib.tri
import time:      1318 |       1318 |                 matplotlib.axes._secondary_axes
import time:      8831 |      21921 |               matplotlib.axes._axes
import time:       134 |      37530 |             matplotlib.axes
import time:      5026 |       5026 |             matplotlib.projections.geo
import time:      4239 |       4239 |             matplotlib.projections.polar
import time:       112 |        112 |               mpl_toolkits
import time:       120 |        120 |                   mpl_toolkits.mplot3d.proj3d
import time:      6827 |       6947 |                 mpl_toolkits.mplot3d.art3d
import time:      2656 |       2656 |                 mpl_toolkits.mplot3d.axis3d
import time:      4313 |      13915 |               mpl_toolkits.mplot3d.axes3d
import time:       142 |      14168 |             mpl_toolkits.mplot3d
import time:       153 |      61114 |           matplotlib.projections
import time:      1105 |       1105 |           matplotlib.colorbar
import time:      5845 |      68160 |         matplotlib.figure
import time:      4652 |     193140 |       matplotlib.pyplot
import time:       272 |        272 |           scipy.__config__
import time:        68 |         68 |           scipy.version
import time:        35 |         35 |             scipy._distributor_init_local
import time:        80 |        114 |           scipy._distributor_init
import time:        49 |         49 |               cython
import time:       259 |        308 |             scipy._lib._testutils
import time:        68 |        375 |           scipy._lib
import time:       347 |        347 |           scipy._lib._pep440
import time:       325 |        325 |               scipy._cyutility
import time:       451 |        776 |             scipy._lib._ccallback_c
import time:       182 |        958 |           scipy._lib._ccallback
import time:       272 |       2403 |         scipy
import time:       699 |        699 |                             scipy._lib.array_api_compat.common._typing
import time:       255 |        953 |                           scipy._lib.array_api_compat.common._helpers
import time:       108 |       1060 |                         scipy._lib.array_api_compat.common
import time:        78 |       1138 |                       scipy._lib.array_api_compat
import time:        97 |         97 |                         numpy.rec
import time:       362 |        362 |                           numpy.ctypeslib._ctypeslib
import time:        86 |        447 |                         numpy.ctypeslib
import time:       633 |        633 |                             numpy._core.strings
import time:       107 |        107 |                             numpy.strings
import time:       355 |       1094 |                           numpy._core.defchararray
import time:        90 |       1184 |                         numpy.char
import time:       109 |        109 |                           numpy.core._utils
import time:        97 |        206 |                         numpy.core
import time:       315 |        315 |                               unittest.util
import time:       242 |        557 |                             unittest.result
import time:       657 |        657 |                               difflib
import time:       657 |       1314 |                             unittest.case
import time:       242 |        242 |                             unittest.suite
import time:       477 |        477 |                             unittest.loader
import time:       101 |        101 |                                 unittest.signals
import time:       260 |        361 |                               unittest.runner
import time:       177 |        537 |                             unittest.main
import time:       139 |       3262 |                           unittest
import time:       147 |        147 |                           numpy.testing._private
import time:        78 |         78 |                           numpy.testing.overrides
import time:       143 |        143 |                           numpy.testing._private.extbuild
import time:      1273 |       1273 |                           numpy.testing._private.utils
import time:       126 |       5026 |                         numpy.testing
import time:       134 |        134 |                           numpy.f2py.diagnose
import time:        85 |         85 |                             numpy.f2py._backends
import time:        84 |         84 |                             numpy.f2py.__version__
import time:       217 |        217 |                               numpy.f2py.cfuncs
import time:       712 |        928 |                             numpy.f2py.auxfuncs
import time:       938 |        938 |                               numpy.f2py.cb_rules
import time:       148 |        148 |                               numpy.f2py._isocbind
import time:       217 |        217 |                                 fileinput
import time:       672 |        672 |                                       charset_normalizer.constant
import time:       258 |        258 |                                           _multibytecodec
import time:       474 |        732 |                                         charset_normalizer.utils
import time:       296 |       1028 |                                       charset_normalizer.md
import time:       336 |        336 |                                       charset_normalizer.models
import time:       193 |       2227 |                                     charset_normalizer.cd
