import time: self [us] | cumulative | imported package
import time:      1027 |       6481 |                           zarr.core.metadata.v2
import time:      1115 |       1115 |                           zarr.core.metadata.v3
import time:       138 |       7733 |                         zarr.core.metadata
import time:      6821 |      14554 |                       zarr.core.indexing
import time:       631 |      16002 |                     zarr.core.codec_pipeline
import time:       124 |      56535 |                   zarr.core
import time:       109 |        109 |                             numcodecs.abc
import time:        91 |         91 |                             numcodecs.errors
import time:      7418 |       7616 |                           numcodecs.registry
import time:       114 |        114 |                           numcodecs.version
import time:       230 |        230 |                               numcodecs.ndarray_like
import time:        92 |        322 |                             numcodecs.compat
import time:        96 |        418 |                           numcodecs.zlib
import time:       323 |        323 |                             gzip
import time:       114 |        436 |                           numcodecs.gzip
import time:       101 |        101 |                           numcodecs.bz2
import time:        90 |         90 |                           numcodecs.lzma
import time:       137 |        137 |                             numcodecs.compat_ext
import time:       432 |        569 |                           numcodecs.blosc
import time:       288 |        288 |                           numcodecs.zstd
import time:       195 |        195 |                           numcodecs.lz4
import time:       115 |        115 |                           numcodecs.astype
import time:        92 |         92 |                           numcodecs.delta
import time:       110 |        110 |                           numcodecs.quantize
import time:        88 |         88 |                           numcodecs.fixedscaleoffset
import time:        83 |         83 |                           numcodecs.packbits
import time:        95 |         95 |                           numcodecs.categorize
import time:        73 |         73 |                           numcodecs.pickles
import time:        74 |         74 |                           numcodecs.base64
import time:       242 |        242 |                             numcodecs._shuffle
import time:       102 |        343 |                           numcodecs.shuffle
import time:       100 |        100 |                           numcodecs.bitround
import time:       255 |        255 |                             numcodecs.jenkins
import time:        87 |         87 |                                 google_crc32c.__config__
import time:       203 |        203 |                                 google_crc32c._crc32c
import time:       121 |        121 |                                 google_crc32c._checksum
import time:       151 |        562 |                               google_crc32c.cext
import time:       112 |        673 |                             google_crc32c
import time:       416 |       1343 |                           numcodecs.checksum32
import time:       133 |        133 |                           numcodecs.json
import time:       354 |        354 |                           numcodecs.vlen
import time:       256 |        256 |                           numcodecs.fletcher32
import time:       257 |        257 |                           numcodecs.zfpy
import time:       176 |        176 |                               msgpack.exceptions
import time:       215 |        215 |                               msgpack.ext
import time:       301 |        301 |                               msgpack._cmsgpack
import time:       145 |        835 |                             msgpack
import time:       106 |        940 |                           numcodecs.msgpacks
import time:        47 |         47 |                             pcodec
import time:       124 |        170 |                           numcodecs.pcodec
import time:       364 |      14805 |                         numcodecs
import time:       115 |        115 |                           packaging
import time:       119 |        119 |                           packaging._structures
import time:      1552 |       1785 |                         packaging.version
import time:      1078 |      17666 |                       zarr.codecs.blosc
import time:       565 |        565 |                       zarr.codecs.bytes
import time:       359 |        359 |                       zarr.codecs.crc32c_
import time:       415 |        415 |                       zarr.codecs.gzip
import time:        99 |         99 |                           zarr.dtype
import time:       899 |        997 |                         zarr.codecs.numcodecs._codecs
import time:       133 |       1129 |                       zarr.codecs.numcodecs
import time:      1698 |       1698 |                       zarr.codecs.sharding
import time:       449 |        449 |                       zarr.codecs.transpose
import time:       620 |        620 |                       zarr.codecs.vlen_utf8
import time:       513 |        513 |                       zarr.codecs.zstd
import time:       238 |      23650 |                     zarr.codecs
import time:       523 |      24173 |                   zarr.codecs._v2
import time:      1157 |       1157 |                   zarr.core._info
import time:       145 |        145 |                   zarr.core.attributes
import time:       184 |        184 |                           zarr.storage._local
import time:        57 |         57 |                               cupy
import time:       417 |        474 |                             zarr.core.buffer.gpu
import time:       108 |        108 |                             zarr.storage._utils
import time:       192 |        772 |                           zarr.storage._memory
import time:       247 |       1202 |                         zarr.storage._common
import time:       182 |        182 |                         zarr.storage._fsspec
import time:       195 |        195 |                           zarr.storage._wrapper
import time:       227 |        421 |                         zarr.storage._logging
import time:       428 |        428 |                         zarr.storage._obstore
import time:       184 |        184 |                         zarr.storage._zip
import time:       140 |       2554 |                       zarr.storage
import time:        23 |       2576 |                     zarr.storage._common
import time:        97 |       2672 |                   zarr.core.metadata.io
import time:       184 |        184 |                         _queue
import time:       229 |        412 |                       queue
import time:       192 |        604 |                     concurrent.futures.thread
import time:       169 |        772 |                   zarr.core.sync
import time:      1771 |      87223 |                 zarr.core.array
import time:      2728 |       2728 |                 zarr.core.group
import time:       469 |      91433 |               zarr.api.asynchronous
import time:       144 |        144 |               zarr.core.sync_group
import time:       322 |      91984 |             zarr.api.synchronous
import time:       228 |      92347 |           zarr
import time:       167 |     110766 |         celeri.output
import time:      4644 |       4644 |           annotated_types
import time:       482 |        482 |           pydantic._internal._validators
import time:      4253 |       4253 |           pydantic.types
import time:      1411 |      10788 |         pydantic.fields
import time:       143 |        143 |         pydantic.plugin._loader
import time:      9891 |     149263 |       celeri.mesh
import time:      3741 |     184779 |     celeri.config
import time:       147 |     186551 |   celeri.cli
import time:       259 |        259 |           matplotlib._api.deprecation
import time:       283 |        541 |         matplotlib._api
import time:        76 |         76 |         matplotlib._version
import time:       358 |        358 |           matplotlib._c_internal_utils
import time:       861 |       1218 |         matplotlib.cbook
import time:       183 |        183 |         matplotlib._docstring
import time:       290 |        290 |             matplotlib.backends.registry
import time:       111 |        400 |           matplotlib.backends
import time:       149 |        149 |               PIL._version
import time:       192 |        340 |             PIL
import time:      4848 |       4848 |               PIL.ExifTags
import time:       384 |        384 |               PIL.ImageMode
import time:       544 |        544 |               PIL.TiffTags
import time:       108 |        108 |               PIL._binary
import time:        95 |         95 |               PIL._deprecate
import time:       104 |        104 |               PIL._util
import time:        94 |         94 |                     xml.parsers
import time:       112 |        205 |                   xml.parsers.expat
import time:       200 |        404 |                 defusedxml.common
import time:       138 |        542 |               defusedxml
import time:         3 |          3 |                 _elementtree
import time:       661 |        664 |               defusedxml.ElementTree
import time:       962 |        962 |               PIL._imaging
import time:      1953 |      10200 |             PIL.Image
import time:       160 |        160 |               PIL.ImageChops
import time:       583 |        583 |               PIL.ImageFile
import time:       136 |        136 |                 PIL.GimpGradientFile
import time:       103 |        103 |                 PIL.GimpPaletteFile
import time:       176 |        176 |                 PIL.ImageColor
import time:        98 |         98 |                 PIL.PaletteFile
import time:       187 |        698 |               PIL.ImagePalette
import time:        96 |         96 |               PIL.ImageSequence
import time:      1164 |       2699 |             PIL.PngImagePlugin
import time:       587 |        587 |             matplotlib._cm
import time:       449 |        449 |                   matplotlib._path
import time:       259 |        259 |                     matplotlib.bezier
import time:       371 |        629 |                   matplotlib.path
import time:      1447 |       2524 |                 matplotlib.transforms
import time:      1012 |       3536 |               matplotlib.ticker
import time:       518 |       4053 |             matplotlib.scale
import time:       533 |        533 |             matplotlib._image
import time:       651 |        651 |             matplotlib._color_data
import time:      1400 |      20461 |           matplotlib.colors
import time:       331 |        331 |               pyparsing.util
import time:       558 |        558 |                 pyparsing.unicode
import time:      1291 |       1848 |               pyparsing.exceptions
import time:       282 |        282 |                 pyparsing.results
import time:       304 |        586 |               pyparsing.actions
import time:      6918 |       6918 |               pyparsing.core
import time:      1940 |       1940 |               pyparsing.helpers
import time:       259 |        259 |               pyparsing.testing
import time:      2791 |       2791 |               pyparsing.common
import time:       488 |      15158 |             pyparsing
import time:       288 |      15446 |           matplotlib._fontconfig_pattern
import time:       362 |        362 |           matplotlib._enums
import time:       336 |        336 |           cycler
import time:       708 |      37709 |         matplotlib.rcsetup
import time:      1577 |       1577 |         matplotlib.ft2font
import time:       126 |        126 |         dateutil._version
import time:       424 |        424 |           kiwisolver.exceptions
import time:       319 |        742 |         kiwisolver._cext
import time:      2977 |       2977 |           numpy.ma.core
import time:       774 |        774 |           numpy.ma.extras
import time:       188 |       3938 |         numpy.ma
import time:      1993 |       1993 |             matplotlib.artist
import time:       829 |       2822 |           matplotlib.colorizer
import time:      3633 |       3633 |           matplotlib._cm_listed
import time:       642 |        642 |           matplotlib._cm_multivar
import time:       796 |        796 |           matplotlib._cm_bivar
import time:      2279 |      10170 |         matplotlib.cm
import time:      4619 |      60895 |       matplotlib
import time:       156 |        156 |             matplotlib._pylab_helpers
import time:       786 |        942 |           matplotlib.backend_tools
import time:       629 |        629 |               plistlib
import time:       766 |        766 |                 matplotlib._mathtext_data
import time:       359 |       1125 |               matplotlib._afm
import time:      9600 |      11353 |             matplotlib.font_manager
import time:       457 |        457 |               matplotlib.hatch
import time:       521 |        521 |                 matplotlib.markers
import time:      3396 |       3917 |               matplotlib.lines
import time:     13222 |      17595 |             matplotlib.patches
import time:       829 |        829 |               matplotlib._text_helpers
import time:       838 |        838 |               matplotlib.dviread
import time:      2365 |       2365 |                 matplotlib._mathtext
import time:       207 |       2571 |               matplotlib.mathtext
import time:       265 |        265 |               matplotlib.texmanager
import time:       331 |       4833 |             matplotlib.textpath
import time:      3449 |      37228 |           matplotlib.text
import time:       139 |        139 |           matplotlib._tight_bbox
import time:     11287 |      11287 |             matplotlib.collections
import time:      1536 |      12823 |           matplotlib.widgets
import time:       236 |        236 |           matplotlib.backend_managers
import time:       192 |        192 |               matplotlib._layoutgrid
import time:       214 |        405 |             matplotlib._constrained_layout
import time:       121 |        121 |             matplotlib._tight_layout
import time:       191 |        716 |           matplotlib.layout_engine
import time:      1904 |      53984 |         matplotlib.backend_bases
import time:      3225 |      57209 |       matplotlib.image
import time:      5491 |       5491 |         matplotlib.style.core
import time:       160 |       5650 |       matplotlib.style
import time:       102 |        102 |         matplotlib._blocking_input
import time:      4610 |       4610 |               matplotlib.offsetbox
import time:       192 |        192 |                 matplotlib.units
import time:      4312 |       4503 |               matplotlib.axis
import time:      2791 |       2791 |               matplotlib.gridspec
import time:      1210 |       1210 |               matplotlib.spines
import time:      1626 |       1626 |               matplotlib.table
import time:      3304 |      18042 |             matplotlib.axes._base
import time:       701 |        701 |                     six
import time:        89 |         89 |                     dateutil._common
import time:        31 |         31 |                       six.moves
import time:       171 |        171 |                       dateutil.tz._common
import time:       150 |        150 |                       dateutil.tz._factories
import time:        22 |         22 |                         six.moves.winreg
import time:       157 |        179 |                       dateutil.tz.win
import time:       615 |       1144 |                     dateutil.tz.tz
import time:      1148 |       3081 |                   dateutil.parser._parser
import time:       216 |        216 |                   dateutil.parser.isoparser
import time:       165 |       3460 |                 dateutil.parser
import time:       246 |       3706 |               matplotlib.category
import time:      1754 |       1754 |               matplotlib.contour
import time:       519 |        519 |                 dateutil.rrule
import time:       917 |       1436 |               matplotlib.dates
import time:       638 |        638 |               matplotlib.inset
import time:       170 |        170 |                 matplotlib.container
import time:       374 |        374 |                 matplotlib.legend_handler
import time:      1344 |       1887 |               matplotlib.legend
import time:       281 |        281 |               matplotlib.mlab
import time:      2504 |       2504 |               matplotlib.quiver
import time:       121 |        121 |               matplotlib.stackplot
import time:       288 |        288 |               matplotlib.streamplot
import time:       169 |        169 |                 matplotlib.tri._triangulation
import time:       956 |        956 |                 matplotlib.tri._tricontour
import time:       142 |        142 |                 matplotlib.tri._trifinder
import time:       131 |        131 |                   matplotlib.tri._tritools
import time:       563 |        694 |                 matplotlib.tri._triinterpolate
import time:       646 |        646 |                 matplotlib.tri._tripcolor
import time:        95 |         95 |                 matplotlib.tri._triplot
import time:       130 |        130 |                 matplotlib.tri._trirefine
import time:       379 |       3208 |               matplotlib.tri
import time:      1298 |       1298 |               matplotlib.axes._secondary_axes
import time:      9271 |      26387 |             matplotlib.axes._axes
import time:       159 |      44588 |           matplotlib.axes
import time:      5184 |       5184 |           matplotlib.projections.geo
import time:      4263 |       4263 |           matplotlib.projections.polar
import time:       100 |        100 |             mpl_toolkits
import time:       136 |        136 |                 mpl_toolkits.mplot3d.proj3d
import time:      6357 |       6493 |               mpl_toolkits.mplot3d.art3d
import time:      2874 |       2874 |               mpl_toolkits.mplot3d.axis3d
import time:      4409 |      13774 |             mpl_toolkits.mplot3d.axes3d
import time:       168 |      14041 |           mpl_toolkits.mplot3d
import time:       182 |      68257 |         matplotlib.projections
import time:      1164 |       1164 |         matplotlib.colorbar
import time:      3123 |      72644 |       matplotlib.figure
import time:      5033 |     201428 |     matplotlib.pyplot
import time:       184 |        184 |         pytz.exceptions
import time:       204 |        204 |         pytz.lazy
import time:       200 |        200 |         pytz.tzinfo
import time:       108 |        108 |         pytz.tzfile
import time:       508 |       1202 |       pytz
import time:       112 |        112 |         pandas.compat._constants
import time:       134 |        134 |         pandas.compat.compressors
import time:        88 |         88 |             pandas.util
import time:      1541 |       1629 |           pandas.util.version
import time:       239 |       1867 |         pandas.compat.numpy
import time:       190 |        190 |             pyarrow._generated_version
import time:       517 |        517 |                 cloudpickle.cloudpickle
import time:       199 |        715 |               cloudpickle
import time:       164 |        164 |               pyarrow.util
import time:     35253 |      36131 |             pyarrow.lib
import time:       248 |        248 |             pyarrow.ipc
import time:       631 |        631 |             pyarrow.types
import time:       398 |      37597 |           pyarrow
import time:       203 |      37800 |         pandas.compat.pyarrow
import time:       226 |      40137 |       pandas.compat
import time:       357 |        357 |                   numpy.random._common
import time:       158 |        158 |                     hmac
import time:       131 |        288 |                   secrets
import time:       411 |       1055 |                 numpy.random.bit_generator
import time:       314 |       1369 |               numpy.random._bounded_integers
import time:       289 |        289 |                   numpy.random._pcg64
import time:       209 |        209 |                   numpy.random._mt19937
import time:      1345 |       1842 |                 numpy.random._generator
import time:       200 |        200 |                 numpy.random._philox
import time:       173 |        173 |                 numpy.random._sfc64
import time:      1241 |       1241 |                 numpy.random.mtrand
import time:       146 |       3599 |               numpy.random._pickle
import time:       204 |       5171 |             numpy.random
import time:      2160 |       7330 |           pandas._typing
import time:       172 |        172 |           pandas.util._exceptions
import time:       664 |       8165 |         pandas._config.config
import time:       186 |        186 |         pandas._config.dates
import time:       116 |        116 |         pandas._config.display
import time:       167 |       8633 |       pandas._config
import time:        87 |         87 |         pandas.core
import time:       859 |        946 |       pandas.core.config_init
import time:       239 |        239 |           pandas._libs.pandas_parser
import time:       141 |        141 |           pandas._libs.pandas_datetime
import time:       228 |        228 |                       pandas._libs.tslibs.ccalendar
import time:       315 |        315 |                       pandas._libs.tslibs.np_datetime
import time:      3386 |       3928 |                     pandas._libs.tslibs.dtypes
import time:       203 |        203 |                       pandas._libs.tslibs.base
import time:       425 |        425 |                           pandas._libs.tslibs.nattype
import time:       159 |        159 |                               pandas.compat._optional
import time:       428 |        586 |                             pandas._libs.tslibs.timezones
import time:       923 |        923 |                               _strptime
import time:       150 |        150 |                               pandas._config.localization
import time:       473 |       1545 |                             pandas._libs.tslibs.fields
import time:       864 |       2994 |                           pandas._libs.tslibs.timedeltas
import time:       527 |        527 |                           pandas._libs.tslibs.tzconversion
import time:       907 |       4851 |                         pandas._libs.tslibs.timestamps
import time:       250 |        250 |                         pandas._libs.properties
import time:      1349 |       6449 |                       pandas._libs.tslibs.offsets
import time:       747 |        747 |                         pandas._libs.tslibs.strptime
import time:       723 |       1469 |                       pandas._libs.tslibs.parsing
import time:       603 |       8722 |                     pandas._libs.tslibs.conversion
import time:       762 |        762 |                     pandas._libs.tslibs.period
import time:       400 |        400 |                     pandas._libs.tslibs.vectorized
import time:       224 |      14033 |                   pandas._libs.tslibs
import time:        19 |      14052 |                 pandas._libs.tslibs.nattype
import time:       192 |        192 |                 pandas._libs.ops_dispatch
import time:       413 |      14656 |               pandas._libs.missing
import time:      1226 |      15882 |             pandas._libs.hashtable
import time:      1169 |       1169 |             pandas._libs.algos
import time:       724 |      17774 |           pandas._libs.interval
import time:       131 |      18283 |         pandas._libs
import time:       140 |        140 |           pandas.core.dtypes
import time:       977 |        977 |           pandas._libs.lib
import time:       481 |        481 |           pandas.errors
import time:       450 |        450 |             pandas.core.dtypes.generic
import time:       241 |        690 |           pandas.core.dtypes.base
import time:       159 |        159 |           pandas.core.dtypes.inference
import time:      1179 |       3623 |         pandas.core.dtypes.dtypes
import time:       306 |        306 |           pandas.core.dtypes.common
import time:       281 |        586 |         pandas.core.dtypes.missing
import time:       192 |        192 |           pandas.util._decorators
import time:       105 |        105 |               pandas.io
import time:       163 |        267 |             pandas.io._util
import time:       438 |        704 |           pandas.core.dtypes.cast
import time:       121 |        121 |             pandas.core.dtypes.astype
import time:       139 |        260 |           pandas.core.dtypes.concat
import time:        95 |         95 |             pandas.core.array_algos
import time:       420 |        420 |               pandas.core.common
import time:       210 |        629 |             pandas.core.construction
import time:       238 |        961 |           pandas.core.array_algos.take
import time:       181 |        181 |             pandas.core.indexers.utils
import time:       125 |        306 |           pandas.core.indexers
import time:       418 |       2838 |         pandas.core.algorithms
import time:      6080 |       6080 |                 pyarrow._compute
import time:       139 |        139 |                 pyarrow._compute_docstrings
import time:       110 |        110 |                 pyarrow.vendored
import time:       309 |        309 |                     pkgutil
import time:       115 |        115 |                       _pyrepl
import time:       175 |        289 |                     _pyrepl.pager
import time:      1237 |       1834 |                   pydoc
import time:       942 |       2775 |                 pyarrow.vendored.docscrape
import time:     16502 |      25604 |               pyarrow.compute
import time:       242 |      25845 |             pandas.core.arrays.arrow.accessors
import time:       190 |        190 |               pandas.util._validators
import time:       282 |        282 |               pandas.core.missing
import time:       399 |        399 |                   pandas._libs.ops
import time:       123 |        123 |                   pandas.core.roperator
import time:        87 |         87 |                   pandas.core.computation
import time:       137 |        137 |                     pandas.core.computation.check
import time:       221 |        357 |                   pandas.core.computation.expressions
import time:        97 |         97 |                   pandas.core.ops.missing
import time:        66 |         66 |                   pandas.core.ops.dispatch
import time:        81 |         81 |                   pandas.core.ops.invalid
import time:       261 |       1469 |                 pandas.core.ops.array_ops
import time:        96 |         96 |                 pandas.core.ops.common
import time:       144 |        144 |                 pandas.core.ops.docstrings
import time:        87 |         87 |                 pandas.core.ops.mask_ops
import time:       140 |       1934 |               pandas.core.ops
import time:       267 |        267 |               pandas.core.arraylike
import time:       230 |        230 |               pandas.core.arrays._arrow_string_mixins
import time:        88 |         88 |               pandas.core.arrays._utils
import time:       229 |        229 |                 pandas.compat.numpy.function
import time:        99 |         99 |                 pandas.core.array_algos.quantile
import time:       193 |        193 |                 pandas.core.sorting
import time:       752 |       1272 |               pandas.core.arrays.base
import time:       672 |        672 |                 pandas.core.nanops
import time:        98 |         98 |                 pandas.core.array_algos.masked_accumulations
import time:       110 |        110 |                 pandas.core.array_algos.masked_reductions
import time:        89 |         89 |                   pandas.core.util
import time:       351 |        351 |                   pandas._libs.hashing
import time:       186 |        625 |                 pandas.core.util.hashing
import time:       670 |       2173 |               pandas.core.arrays.masked
import time:       288 |        288 |                 pandas._libs.arrays
import time:       204 |        204 |                   pandas.core.arrays.numeric
import time:       191 |        395 |                 pandas.core.arrays.floating
import time:       211 |        211 |                 pandas.core.arrays.integer
import time:        95 |         95 |                     pandas.core.array_algos.transforms
import time:       528 |        623 |                   pandas.core.arrays._mixins
import time:       101 |        101 |                     pandas.core.strings
import time:       206 |        206 |                     pandas.core.strings.base
import time:       356 |        662 |                   pandas.core.strings.object_array
import time:       266 |       1550 |                 pandas.core.arrays.numpy_
import time:        95 |         95 |                 pandas.io.formats
import time:        92 |         92 |                   pandas.io.formats.console
import time:       312 |        404 |                 pandas.io.formats.printing
import time:       538 |       3478 |               pandas.core.arrays.string_
import time:        90 |         90 |                 pandas.tseries
import time:       318 |        408 |               pandas.tseries.frequencies
import time:      1356 |      11671 |             pandas.core.arrays.arrow.array
import time:       150 |      37665 |           pandas.core.arrays.arrow
import time:       233 |        233 |           pandas.core.arrays.boolean
import time:       223 |        223 |               _csv
import time:       295 |        517 |             csv
import time:       490 |        490 |             pandas.core.accessor
import time:       454 |        454 |             pandas.core.base
import time:       765 |       2225 |           pandas.core.arrays.categorical
import time:       541 |        541 |             pandas._libs.tslib
import time:       113 |        113 |               pandas.core.array_algos.datetimelike_accumulations
import time:      1073 |       1186 |             pandas.core.arrays.datetimelike
import time:       110 |        110 |             pandas.core.arrays._ranges
import time:        94 |         94 |             pandas.tseries.offsets
import time:       662 |       2591 |           pandas.core.arrays.datetimes
import time:       607 |        607 |             pandas.core.arrays.timedeltas
import time:      3235 |       3842 |           pandas.core.arrays.interval
import time:       426 |        426 |           pandas.core.arrays.period
import time:       579 |        579 |                 pandas._libs.sparse
import time:       585 |       1164 |               pandas.core.arrays.sparse.array
import time:       246 |       1410 |             pandas.core.arrays.sparse.accessor
import time:       129 |       1538 |           pandas.core.arrays.sparse
import time:       387 |        387 |           pandas.core.arrays.string_arrow
import time:       149 |      49051 |         pandas.core.arrays
import time:       122 |        122 |         pandas.core.flags
import time:       512 |        512 |               pandas._libs.internals
import time:       124 |        124 |                 pandas.core._numba
import time:       191 |        315 |               pandas.core._numba.executor
import time:       642 |       1467 |             pandas.core.apply
import time:       277 |        277 |                   pandas._libs.indexing
import time:       123 |        123 |                     pandas.core.indexes
import time:      1060 |       1060 |                       pandas._libs.index
import time:       387 |        387 |                       pandas._libs.writers
import time:       495 |        495 |                       pandas._libs.join
import time:       139 |        139 |                       pandas.core.array_algos.putmask
import time:       138 |        138 |                       pandas.core.indexes.frozen
import time:      1582 |       1582 |                       pandas.core.strings.accessor
import time:      1611 |       5410 |                     pandas.core.indexes.base
import time:       338 |        338 |                       pandas.core.indexes.extension
import time:       289 |        627 |                     pandas.core.indexes.category
import time:       487 |        487 |                         pandas.core.indexes.range
import time:       100 |        100 |                           pandas.core.tools
import time:       173 |        272 |                         pandas.core.tools.timedeltas
import time:       499 |       1257 |                       pandas.core.indexes.datetimelike
import time:       104 |        104 |                       pandas.core.tools.times
import time:       621 |       1981 |                     pandas.core.indexes.datetimes
import time:      1229 |       1229 |                       pandas.core.indexes.multi
import time:       240 |        240 |                       pandas.core.indexes.timedeltas
import time:       672 |       2140 |                     pandas.core.indexes.interval
import time:       352 |        352 |                     pandas.core.indexes.period
import time:       227 |      10857 |                   pandas.core.indexes.api
import time:       885 |      12018 |                 pandas.core.indexing
import time:       108 |        108 |                 pandas.core.sample
import time:       115 |        115 |                 pandas.core.array_algos.replace
import time:       802 |        802 |                     pandas.core.internals.blocks
import time:       139 |        941 |                   pandas.core.internals.api
import time:       415 |        415 |                     pandas.core.internals.base
import time:       321 |        321 |                       pandas.core.internals.ops
import time:       659 |        980 |                     pandas.core.internals.managers
import time:       482 |       1876 |                   pandas.core.internals.array_manager
import time:       212 |        212 |                   pandas.core.internals.concat
import time:       125 |       3153 |                 pandas.core.internals
import time:       263 |        263 |                 pandas.core.internals.construction
import time:        98 |         98 |                   pandas.core.methods
import time:        91 |         91 |                     pandas.core.reshape
import time:       283 |        373 |                   pandas.core.reshape.concat
import time:       252 |        252 |                       mmap
import time:      1091 |       1091 |                       tarfile
import time:       126 |        126 |                       pandas.core.shared_docs
import time:      1397 |       2864 |                     pandas.io.common
import time:       707 |       3571 |                   pandas.io.formats.format
import time:       234 |       4274 |                 pandas.core.methods.describe
import time:       106 |        106 |                       pandas._libs.window
import time:       570 |        676 |                     pandas._libs.window.aggregations
import time:       343 |        343 |                       pandas._libs.window.indexers
import time:       352 |        695 |                     pandas.core.indexers.objects
import time:       116 |        116 |                     pandas.core.util.numba_
import time:       134 |        134 |                     pandas.core.window.common
import time:       149 |        149 |                     pandas.core.window.doc
import time:       156 |        156 |                     pandas.core.window.numba_
import time:       106 |        106 |                     pandas.core.window.online
import time:      1636 |       1636 |                     pandas.core.window.rolling
import time:       573 |       4237 |                   pandas.core.window.ewm
import time:       755 |        755 |                   pandas.core.window.expanding
import time:       133 |       5124 |                 pandas.core.window
import time:      3966 |      29018 |               pandas.core.generic
import time:       214 |        214 |               pandas.core.methods.selectn
import time:        84 |         84 |                 pandas.core.reshape.util
import time:       120 |        120 |                 pandas.core.tools.numeric
import time:       223 |        425 |               pandas.core.reshape.melt
import time:       679 |        679 |                 pandas._libs.reshape
import time:       505 |        505 |                 pandas.core.indexes.accessors
import time:       126 |        126 |                   pandas.arrays
import time:       532 |        657 |                 pandas.core.tools.datetimes
import time:       689 |        689 |                 pandas.io.formats.info
import time:       689 |        689 |                   pandas.plotting._core
import time:       170 |        170 |                   pandas.plotting._misc
import time:       130 |        988 |                 pandas.plotting
import time:      2945 |       6461 |               pandas.core.series
import time:      5238 |      41355 |             pandas.core.frame
import time:       835 |        835 |             pandas.core.groupby.base
import time:       899 |        899 |               pandas._libs.groupby
import time:        94 |         94 |                 pandas.core.groupby.categorical
import time:       371 |        465 |               pandas.core.groupby.grouper
import time:       529 |       1892 |             pandas.core.groupby.ops
import time:       163 |        163 |               pandas.core.groupby.numba_
import time:       209 |        209 |               pandas.core.groupby.indexing
import time:      1934 |       2305 |             pandas.core.groupby.groupby
import time:      1639 |      49490 |           pandas.core.groupby.generic
import time:       107 |      49596 |         pandas.core.groupby
import time:       158 |     124255 |       pandas.core.api
import time:       116 |        116 |       pandas.tseries.api
import time:        80 |         80 |               pandas.core.computation.common
import time:       147 |        227 |             pandas.core.computation.align
import time:       180 |        180 |               pandas.core.computation.scope
import time:       327 |        507 |             pandas.core.computation.ops
import time:       150 |        883 |           pandas.core.computation.engines
import time:       100 |        100 |             pandas.core.computation.parsing
import time:       748 |        847 |           pandas.core.computation.expr
import time:       136 |       1866 |         pandas.core.computation.eval
import time:        76 |       1941 |       pandas.core.computation.api
import time:       151 |        151 |         pandas.core.reshape.encoding
import time:      2759 |       2759 |         pandas.core.reshape.merge
import time:       630 |        630 |         pandas.core.reshape.pivot
import time:       195 |        195 |         pandas.core.reshape.tile
import time:       154 |       3887 |       pandas.core.reshape.api
import time:       128 |        128 |         pandas.api.extensions
import time:        83 |         83 |         pandas.api.indexers
import time:        67 |         67 |             pandas.core.interchange
import time:       644 |        710 |           pandas.core.interchange.dataframe_protocol
import time:       134 |        134 |             pandas.core.interchange.utils
import time:       205 |        339 |           pandas.core.interchange.from_dataframe
import time:        84 |       1133 |         pandas.api.interchange
import time:        86 |         86 |           pandas.core.dtypes.api
import time:       102 |        188 |         pandas.api.types
import time:      1037 |       1037 |           pandas.core.resample
import time:       221 |        221 |                 pandas._libs.json
import time:       164 |        164 |                 pandas.io.json._normalize
import time:       149 |        149 |                 pandas.io.json._table_schema
import time:       821 |        821 |                       pandas._libs.parsers
import time:       491 |        491 |                         pandas.io.parsers.base_parser
import time:       217 |        708 |                       pandas.io.parsers.arrow_parser_wrapper
import time:       173 |        173 |                       pandas.io.parsers.c_parser_wrapper
import time:       371 |        371 |                       pandas.io.parsers.python_parser
import time:      1462 |       3534 |                     pandas.io.parsers.readers
import time:       104 |       3638 |                   pandas.io.parsers
import time:        18 |       3656 |                 pandas.io.parsers.readers
import time:       690 |       4878 |               pandas.io.json._json
import time:       120 |       4997 |             pandas.io.json
import time:        20 |       5017 |           pandas.io.json._json
import time:      1267 |       1267 |           pandas.io.stata
import time:       120 |       7439 |         pandas.api.typing
import time:       148 |       9116 |       pandas.api
import time:       150 |        150 |             pandas._testing.contexts
import time:       148 |        297 |           pandas._testing._io
import time:       108 |        108 |           pandas._testing._warnings
import time:       178 |        178 |               cmath
import time:       278 |        456 |             pandas._libs.testing
import time:       294 |        749 |           pandas._testing.asserters
import time:        96 |         96 |           pandas._testing.compat
import time:       673 |       1922 |         pandas._testing
import time:       116 |       2037 |       pandas.testing
import time:       144 |        144 |       pandas.util._print_versions
import time:       120 |        120 |         pandas.io.clipboards
import time:       135 |        135 |             pandas.io.excel._util
import time:       230 |        230 |             pandas.io.excel._calamine
import time:       228 |        228 |             pandas.io.excel._odfreader
import time:       294 |        294 |             pandas.io.excel._openpyxl
import time:       146 |        146 |             pandas.io.excel._pyxlsb
import time:       182 |        182 |             pandas.io.excel._xlrd
import time:       978 |       2190 |           pandas.io.excel._base
import time:       165 |        165 |           pandas.io.excel._odswriter
import time:       174 |        174 |           pandas.io.excel._xlsxwriter
import time:       113 |       2640 |         pandas.io.excel
import time:       135 |        135 |         pandas.io.feather_format
import time:        95 |         95 |         pandas.io.gbq
import time:       503 |        503 |         pandas.io.html
import time:       116 |        116 |         pandas.io.orc
import time:       308 |        308 |         pandas.io.parquet
import time:       174 |        174 |           pandas.compat.pickle_compat
import time:       149 |        322 |         pandas.io.pickle
