import time: self [us] | cumulative | imported package
import time:      1413 |       1413 |                             zarr.core.dtype.npy.float
import time:      2966 |       2966 |                             zarr.core.dtype.npy.int
import time:       831 |        831 |                             zarr.core.dtype.npy.structured
import time:      1745 |       1745 |                             zarr.core.dtype.npy.time
import time:      1121 |       1121 |                             zarr.core.dtype.npy.string
import time:       479 |        479 |                             zarr.core.dtype.registry
import time:       381 |      17288 |                           zarr.core.dtype
import time:      9504 |      36477 |                         zarr.registry
import time:       200 |      36677 |                       zarr.core.buffer.cpu
import time:       119 |      37248 |                     zarr.core.buffer
import time:       390 |        390 |                         zarr.abc.metadata
import time:       402 |        791 |                       zarr.abc.codec
import time:       143 |        143 |                             zarr.abc.numcodec
import time:       898 |        898 |                             zarr.core.chunk_grids
import time:      1013 |       1013 |                             zarr.core.array_spec
import time:      2613 |       2613 |                             zarr.core.chunk_key_encodings
import time:       110 |        110 |                             zarr.core.metadata.common
import time:       933 |       5709 |                           zarr.core.metadata.v2
import time:      1071 |       1071 |                           zarr.core.metadata.v3
import time:       115 |       6894 |                         zarr.core.metadata
import time:      6604 |      13497 |                       zarr.core.indexing
import time:       584 |      14871 |                     zarr.core.codec_pipeline
import time:        98 |      52217 |                   zarr.core
import time:       100 |        100 |                             numcodecs.abc
import time:        75 |         75 |                             numcodecs.errors
import time:      7271 |       7446 |                           numcodecs.registry
import time:        95 |         95 |                           numcodecs.version
import time:       200 |        200 |                               numcodecs.ndarray_like
import time:        82 |        281 |                             numcodecs.compat
import time:        85 |        366 |                           numcodecs.zlib
import time:       271 |        271 |                             gzip
import time:        86 |        357 |                           numcodecs.gzip
import time:        78 |         78 |                           numcodecs.bz2
import time:        75 |         75 |                           numcodecs.lzma
import time:       115 |        115 |                             numcodecs.compat_ext
import time:       328 |        442 |                           numcodecs.blosc
import time:       234 |        234 |                           numcodecs.zstd
import time:       150 |        150 |                           numcodecs.lz4
import time:       100 |        100 |                           numcodecs.astype
import time:        94 |         94 |                           numcodecs.delta
import time:        88 |         88 |                           numcodecs.quantize
import time:        74 |         74 |                           numcodecs.fixedscaleoffset
import time:        74 |         74 |                           numcodecs.packbits
import time:        81 |         81 |                           numcodecs.categorize
import time:        68 |         68 |                           numcodecs.pickles
import time:        64 |         64 |                           numcodecs.base64
import time:       213 |        213 |                             numcodecs._shuffle
import time:        77 |        290 |                           numcodecs.shuffle
import time:        90 |         90 |                           numcodecs.bitround
import time:       188 |        188 |                             numcodecs.jenkins
import time:        75 |         75 |                                 google_crc32c.__config__
import time:       172 |        172 |                                 google_crc32c._crc32c
import time:        97 |         97 |                                 google_crc32c._checksum
import time:       126 |        469 |                               google_crc32c.cext
import time:       100 |        568 |                             google_crc32c
import time:       345 |       1101 |                           numcodecs.checksum32
import time:       105 |        105 |                           numcodecs.json
import time:       287 |        287 |                           numcodecs.vlen
import time:       235 |        235 |                           numcodecs.fletcher32
import time:       229 |        229 |                           numcodecs.zfpy
import time:       153 |        153 |                               msgpack.exceptions
import time:       185 |        185 |                               msgpack.ext
import time:       249 |        249 |                               msgpack._cmsgpack
import time:       115 |        699 |                             msgpack
import time:       105 |        804 |                           numcodecs.msgpacks
import time:        45 |         45 |                             pcodec
import time:        98 |        143 |                           numcodecs.pcodec
import time:       325 |      13481 |                         numcodecs
import time:        78 |         78 |                           packaging
import time:        95 |         95 |                           packaging._structures
import time:      1473 |       1645 |                         packaging.version
import time:      1071 |      16195 |                       zarr.codecs.blosc
import time:       542 |        542 |                       zarr.codecs.bytes
import time:       324 |        324 |                       zarr.codecs.crc32c_
import time:       451 |        451 |                       zarr.codecs.gzip
import time:        91 |         91 |                           zarr.dtype
import time:       845 |        936 |                         zarr.codecs.numcodecs._codecs
import time:       110 |       1045 |                       zarr.codecs.numcodecs
import time:      1608 |       1608 |                       zarr.codecs.sharding
import time:       452 |        452 |                       zarr.codecs.transpose
import time:       586 |        586 |                       zarr.codecs.vlen_utf8
import time:       486 |        486 |                       zarr.codecs.zstd
import time:       218 |      21903 |                     zarr.codecs
import time:       463 |      22366 |                   zarr.codecs._v2
import time:      1089 |       1089 |                   zarr.core._info
import time:       156 |        156 |                   zarr.core.attributes
import time:       160 |        160 |                           zarr.storage._local
import time:        58 |         58 |                               cupy
import time:       410 |        467 |                             zarr.core.buffer.gpu
import time:        87 |         87 |                             zarr.storage._utils
import time:       169 |        722 |                           zarr.storage._memory
import time:       219 |       1100 |                         zarr.storage._common
import time:       154 |        154 |                         zarr.storage._fsspec
import time:       157 |        157 |                           zarr.storage._wrapper
import time:       222 |        378 |                         zarr.storage._logging
import time:       384 |        384 |                         zarr.storage._obstore
import time:       185 |        185 |                         zarr.storage._zip
import time:       120 |       2318 |                       zarr.storage
import time:        18 |       2335 |                     zarr.storage._common
import time:        89 |       2424 |                   zarr.core.metadata.io
import time:       158 |        158 |                         _queue
import time:       198 |        356 |                       queue
import time:       145 |        501 |                     concurrent.futures.thread
import time:       157 |        658 |                   zarr.core.sync
import time:      1621 |      80526 |                 zarr.core.array
import time:      2527 |       2527 |                 zarr.core.group
import time:       400 |      84366 |               zarr.api.asynchronous
import time:       130 |        130 |               zarr.core.sync_group
import time:       271 |      84829 |             zarr.api.synchronous
import time:       196 |      85126 |           zarr
import time:       168 |     100623 |         celeri.output
import time:      4553 |       4553 |           annotated_types
import time:       450 |        450 |           pydantic._internal._validators
import time:      4040 |       4040 |           pydantic.types
import time:      1339 |      10381 |         pydantic.fields
import time:       123 |        123 |         pydantic.plugin._loader
import time:      9285 |     136008 |       celeri.mesh
import time:      3481 |     168754 |     celeri.config
import time:       131 |     170334 |   celeri.cli
import time:       205 |        205 |           matplotlib._api.deprecation
import time:       242 |        447 |         matplotlib._api
import time:        55 |         55 |         matplotlib._version
import time:       280 |        280 |           matplotlib._c_internal_utils
import time:       781 |       1061 |         matplotlib.cbook
import time:       140 |        140 |         matplotlib._docstring
import time:       262 |        262 |             matplotlib.backends.registry
import time:        85 |        346 |           matplotlib.backends
import time:       137 |        137 |               PIL._version
import time:       193 |        330 |             PIL
import time:      2248 |       2248 |               PIL.ExifTags
import time:       325 |        325 |               PIL.ImageMode
import time:       470 |        470 |               PIL.TiffTags
import time:       101 |        101 |               PIL._binary
import time:        74 |         74 |               PIL._deprecate
import time:        82 |         82 |               PIL._util
import time:        62 |         62 |                     xml.parsers
import time:        78 |        140 |                   xml.parsers.expat
import time:       172 |        311 |                 defusedxml.common
import time:       102 |        412 |               defusedxml
import time:         3 |          3 |                 _elementtree
import time:       607 |        610 |               defusedxml.ElementTree
import time:       688 |        688 |               PIL._imaging
import time:      3861 |       8865 |             PIL.Image
import time:       129 |        129 |               PIL.ImageChops
import time:       513 |        513 |               PIL.ImageFile
import time:       118 |        118 |                 PIL.GimpGradientFile
import time:        95 |         95 |                 PIL.GimpPaletteFile
import time:       140 |        140 |                 PIL.ImageColor
import time:        80 |         80 |                 PIL.PaletteFile
import time:       156 |        587 |               PIL.ImagePalette
import time:        84 |         84 |               PIL.ImageSequence
import time:      1023 |       2335 |             PIL.PngImagePlugin
import time:       485 |        485 |             matplotlib._cm
import time:       355 |        355 |                   matplotlib._path
import time:       224 |        224 |                     matplotlib.bezier
import time:       320 |        543 |                   matplotlib.path
import time:      1252 |       2149 |                 matplotlib.transforms
import time:       827 |       2976 |               matplotlib.ticker
import time:       459 |       3435 |             matplotlib.scale
import time:       375 |        375 |             matplotlib._image
import time:       553 |        553 |             matplotlib._color_data
import time:      1250 |      17624 |           matplotlib.colors
import time:       288 |        288 |               pyparsing.util
import time:       499 |        499 |                 pyparsing.unicode
import time:      1116 |       1615 |               pyparsing.exceptions
import time:       263 |        263 |                 pyparsing.results
import time:       279 |        542 |               pyparsing.actions
import time:      6294 |       6294 |               pyparsing.core
import time:      1725 |       1725 |               pyparsing.helpers
import time:       239 |        239 |               pyparsing.testing
import time:      2636 |       2636 |               pyparsing.common
import time:       449 |      13784 |             pyparsing
import time:       295 |      14078 |           matplotlib._fontconfig_pattern
import time:       329 |        329 |           matplotlib._enums
import time:       285 |        285 |           cycler
import time:       581 |      33241 |         matplotlib.rcsetup
import time:      1345 |       1345 |         matplotlib.ft2font
import time:       100 |        100 |         dateutil._version
import time:       369 |        369 |           kiwisolver.exceptions
import time:       262 |        630 |         kiwisolver._cext
import time:      2399 |       2399 |           numpy.ma.core
import time:       690 |        690 |           numpy.ma.extras
import time:       170 |       3258 |         numpy.ma
import time:      1876 |       1876 |             matplotlib.artist
import time:       772 |       2648 |           matplotlib.colorizer
import time:      2812 |       2812 |           matplotlib._cm_listed
import time:       564 |        564 |           matplotlib._cm_multivar
import time:       720 |        720 |           matplotlib._cm_bivar
import time:      2041 |       8783 |         matplotlib.cm
import time:      4266 |      53321 |       matplotlib
import time:       127 |        127 |             matplotlib._pylab_helpers
import time:       690 |        817 |           matplotlib.backend_tools
import time:       561 |        561 |               plistlib
import time:       693 |        693 |                 matplotlib._mathtext_data
import time:       332 |       1025 |               matplotlib._afm
import time:      8213 |       9799 |             matplotlib.font_manager
import time:       387 |        387 |               matplotlib.hatch
import time:       425 |        425 |                 matplotlib.markers
import time:      3291 |       3716 |               matplotlib.lines
import time:     12915 |      17017 |             matplotlib.patches
import time:       697 |        697 |               matplotlib._text_helpers
import time:       788 |        788 |               matplotlib.dviread
import time:      2116 |       2116 |                 matplotlib._mathtext
import time:       187 |       2302 |               matplotlib.mathtext
import time:       225 |        225 |               matplotlib.texmanager
import time:       298 |       4308 |             matplotlib.textpath
import time:      3304 |      34426 |           matplotlib.text
import time:       123 |        123 |           matplotlib._tight_bbox
import time:     11142 |      11142 |             matplotlib.collections
import time:      1310 |      12451 |           matplotlib.widgets
import time:       214 |        214 |           matplotlib.backend_managers
import time:       153 |        153 |               matplotlib._layoutgrid
import time:       172 |        324 |             matplotlib._constrained_layout
import time:       104 |        104 |             matplotlib._tight_layout
import time:       162 |        588 |           matplotlib.layout_engine
import time:      1657 |      50274 |         matplotlib.backend_bases
import time:      3097 |      53371 |       matplotlib.image
import time:      5059 |       5059 |         matplotlib.style.core
import time:       129 |       5187 |       matplotlib.style
import time:        89 |         89 |         matplotlib._blocking_input
import time:      4498 |       4498 |               matplotlib.offsetbox
import time:       172 |        172 |                 matplotlib.units
import time:      4156 |       4328 |               matplotlib.axis
import time:       495 |        495 |               matplotlib.gridspec
import time:       981 |        981 |               matplotlib.spines
import time:      1572 |       1572 |               matplotlib.table
import time:      3017 |      14889 |             matplotlib.axes._base
import time:       704 |        704 |                     six
import time:        85 |         85 |                     dateutil._common
import time:        32 |         32 |                       six.moves
import time:       152 |        152 |                       dateutil.tz._common
import time:       130 |        130 |                       dateutil.tz._factories
import time:        17 |         17 |                         six.moves.winreg
import time:       124 |        141 |                       dateutil.tz.win
import time:       536 |        988 |                     dateutil.tz.tz
import time:      2964 |       4739 |                   dateutil.parser._parser
import time:       234 |        234 |                   dateutil.parser.isoparser
import time:       139 |       5111 |                 dateutil.parser
import time:       212 |       5322 |               matplotlib.category
import time:      1687 |       1687 |               matplotlib.contour
import time:       460 |        460 |                 dateutil.rrule
import time:       808 |       1268 |               matplotlib.dates
import time:       583 |        583 |               matplotlib.inset
import time:       146 |        146 |                 matplotlib.container
import time:       336 |        336 |                 matplotlib.legend_handler
import time:      1284 |       1764 |               matplotlib.legend
import time:       255 |        255 |               matplotlib.mlab
import time:      2480 |       2480 |               matplotlib.quiver
import time:       121 |        121 |               matplotlib.stackplot
import time:       267 |        267 |               matplotlib.streamplot
import time:       155 |        155 |                 matplotlib.tri._triangulation
import time:       884 |        884 |                 matplotlib.tri._tricontour
import time:       131 |        131 |                 matplotlib.tri._trifinder
import time:       112 |        112 |                   matplotlib.tri._tritools
import time:       426 |        537 |                 matplotlib.tri._triinterpolate
import time:       599 |        599 |                 matplotlib.tri._tripcolor
import time:        96 |         96 |                 matplotlib.tri._triplot
import time:       116 |        116 |                 matplotlib.tri._trirefine
import time:       341 |       2856 |               matplotlib.tri
import time:      1262 |       1262 |               matplotlib.axes._secondary_axes
import time:      8535 |      26395 |             matplotlib.axes._axes
import time:       125 |      41408 |           matplotlib.axes
import time:      4956 |       4956 |           matplotlib.projections.geo
import time:      4070 |       4070 |           matplotlib.projections.polar
import time:        89 |         89 |             mpl_toolkits
import time:       134 |        134 |                 mpl_toolkits.mplot3d.proj3d
import time:      6308 |       6441 |               mpl_toolkits.mplot3d.art3d
import time:      2857 |       2857 |               mpl_toolkits.mplot3d.axis3d
import time:      4252 |      13549 |             mpl_toolkits.mplot3d.axes3d
import time:       139 |      13776 |           mpl_toolkits.mplot3d
import time:       151 |      64359 |         matplotlib.projections
import time:      1060 |       1060 |         matplotlib.colorbar
import time:      2981 |      68488 |       matplotlib.figure
import time:      4525 |     184890 |     matplotlib.pyplot
import time:       195 |        195 |         pytz.exceptions
import time:       169 |        169 |         pytz.lazy
import time:       163 |        163 |         pytz.tzinfo
import time:        85 |         85 |         pytz.tzfile
import time:       448 |       1059 |       pytz
import time:        97 |         97 |         pandas.compat._constants
import time:       101 |        101 |         pandas.compat.compressors
import time:        63 |         63 |             pandas.util
import time:      1399 |       1462 |           pandas.util.version
import time:       208 |       1669 |         pandas.compat.numpy
import time:       140 |        140 |             pyarrow._generated_version
import time:       408 |        408 |                 cloudpickle.cloudpickle
import time:       179 |        586 |               cloudpickle
import time:       122 |        122 |               pyarrow.util
import time:     24077 |      24784 |             pyarrow.lib
import time:       226 |        226 |             pyarrow.ipc
import time:       529 |        529 |             pyarrow.types
import time:       348 |      26026 |           pyarrow
import time:       209 |      26234 |         pandas.compat.pyarrow
import time:       181 |      28280 |       pandas.compat
import time:       350 |        350 |                   numpy.random._common
import time:       142 |        142 |                     hmac
import time:       118 |        260 |                   secrets
import time:       385 |        994 |                 numpy.random.bit_generator
import time:       266 |       1259 |               numpy.random._bounded_integers
import time:       231 |        231 |                   numpy.random._pcg64
import time:       172 |        172 |                   numpy.random._mt19937
import time:      1111 |       1513 |                 numpy.random._generator
import time:       153 |        153 |                 numpy.random._philox
import time:       134 |        134 |                 numpy.random._sfc64
import time:      1058 |       1058 |                 numpy.random.mtrand
import time:       115 |       2971 |               numpy.random._pickle
import time:       179 |       4408 |             numpy.random
import time:      2007 |       6414 |           pandas._typing
import time:       139 |        139 |           pandas.util._exceptions
import time:       615 |       7166 |         pandas._config.config
import time:       163 |        163 |         pandas._config.dates
import time:        92 |         92 |         pandas._config.display
import time:       140 |       7560 |       pandas._config
import time:        67 |         67 |         pandas.core
import time:       764 |        831 |       pandas.core.config_init
import time:       195 |        195 |           pandas._libs.pandas_parser
import time:       104 |        104 |           pandas._libs.pandas_datetime
import time:       172 |        172 |                       pandas._libs.tslibs.ccalendar
import time:       255 |        255 |                       pandas._libs.tslibs.np_datetime
import time:       807 |       1233 |                     pandas._libs.tslibs.dtypes
import time:       151 |        151 |                       pandas._libs.tslibs.base
import time:       458 |        458 |                           pandas._libs.tslibs.nattype
import time:       141 |        141 |                               pandas.compat._optional
import time:       368 |        508 |                             pandas._libs.tslibs.timezones
import time:      2980 |       2980 |                               _strptime
import time:       174 |        174 |                               pandas._config.localization
import time:       462 |       3615 |                             pandas._libs.tslibs.fields
import time:       727 |       4849 |                           pandas._libs.tslibs.timedeltas
import time:       436 |        436 |                           pandas._libs.tslibs.tzconversion
import time:       752 |       6493 |                         pandas._libs.tslibs.timestamps
import time:       193 |        193 |                         pandas._libs.properties
import time:      1100 |       7786 |                       pandas._libs.tslibs.offsets
import time:       652 |        652 |                         pandas._libs.tslibs.strptime
import time:       543 |       1195 |                       pandas._libs.tslibs.parsing
import time:       430 |       9560 |                     pandas._libs.tslibs.conversion
import time:       668 |        668 |                     pandas._libs.tslibs.period
import time:       324 |        324 |                     pandas._libs.tslibs.vectorized
import time:       160 |      11944 |                   pandas._libs.tslibs
import time:        19 |      11962 |                 pandas._libs.tslibs.nattype
import time:       163 |        163 |                 pandas._libs.ops_dispatch
import time:       341 |      12465 |               pandas._libs.missing
import time:       926 |      13391 |             pandas._libs.hashtable
import time:       888 |        888 |             pandas._libs.algos
import time:       573 |      14850 |           pandas._libs.interval
import time:        95 |      15243 |         pandas._libs
import time:       109 |        109 |           pandas.core.dtypes
import time:       833 |        833 |           pandas._libs.lib
import time:       433 |        433 |           pandas.errors
import time:       429 |        429 |             pandas.core.dtypes.generic
import time:       237 |        666 |           pandas.core.dtypes.base
import time:       131 |        131 |           pandas.core.dtypes.inference
import time:       972 |       3142 |         pandas.core.dtypes.dtypes
import time:       235 |        235 |           pandas.core.dtypes.common
import time:       229 |        464 |         pandas.core.dtypes.missing
import time:       154 |        154 |           pandas.util._decorators
import time:        80 |         80 |               pandas.io
import time:       135 |        214 |             pandas.io._util
import time:       383 |        596 |           pandas.core.dtypes.cast
import time:        99 |         99 |             pandas.core.dtypes.astype
import time:       109 |        207 |           pandas.core.dtypes.concat
import time:        65 |         65 |             pandas.core.array_algos
import time:       362 |        362 |               pandas.core.common
import time:       172 |        533 |             pandas.core.construction
import time:       207 |        805 |           pandas.core.array_algos.take
import time:       142 |        142 |             pandas.core.indexers.utils
import time:        84 |        225 |           pandas.core.indexers
import time:       368 |       2352 |         pandas.core.algorithms
import time:      4353 |       4353 |                 pyarrow._compute
import time:       108 |        108 |                 pyarrow._compute_docstrings
import time:        76 |         76 |                 pyarrow.vendored
import time:       268 |        268 |                     pkgutil
import time:        80 |         80 |                       _pyrepl
import time:       155 |        235 |                     _pyrepl.pager
import time:      1053 |       1554 |                   pydoc
import time:       892 |       2446 |                 pyarrow.vendored.docscrape
import time:     16069 |      23051 |               pyarrow.compute
import time:       215 |      23265 |             pandas.core.arrays.arrow.accessors
import time:       165 |        165 |               pandas.util._validators
import time:       228 |        228 |               pandas.core.missing
import time:       333 |        333 |                   pandas._libs.ops
import time:        89 |         89 |                   pandas.core.roperator
import time:        65 |         65 |                   pandas.core.computation
import time:       107 |        107 |                     pandas.core.computation.check
import time:       162 |        269 |                   pandas.core.computation.expressions
import time:        71 |         71 |                   pandas.core.ops.missing
import time:        58 |         58 |                   pandas.core.ops.dispatch
import time:        56 |         56 |                   pandas.core.ops.invalid
import time:       223 |       1162 |                 pandas.core.ops.array_ops
import time:        76 |         76 |                 pandas.core.ops.common
import time:       113 |        113 |                 pandas.core.ops.docstrings
import time:        73 |         73 |                 pandas.core.ops.mask_ops
import time:       105 |       1528 |               pandas.core.ops
import time:       209 |        209 |               pandas.core.arraylike
import time:       182 |        182 |               pandas.core.arrays._arrow_string_mixins
import time:        65 |         65 |               pandas.core.arrays._utils
import time:       211 |        211 |                 pandas.compat.numpy.function
import time:        87 |         87 |                 pandas.core.array_algos.quantile
import time:       160 |        160 |                 pandas.core.sorting
import time:       656 |       1112 |               pandas.core.arrays.base
import time:       563 |        563 |                 pandas.core.nanops
import time:        89 |         89 |                 pandas.core.array_algos.masked_accumulations
import time:        80 |         80 |                 pandas.core.array_algos.masked_reductions
import time:        62 |         62 |                   pandas.core.util
import time:       284 |        284 |                   pandas._libs.hashing
import time:       160 |        505 |                 pandas.core.util.hashing
import time:       612 |       1848 |               pandas.core.arrays.masked
import time:       241 |        241 |                 pandas._libs.arrays
import time:       178 |        178 |                   pandas.core.arrays.numeric
import time:       169 |        347 |                 pandas.core.arrays.floating
import time:       193 |        193 |                 pandas.core.arrays.integer
import time:        81 |         81 |                     pandas.core.array_algos.transforms
import time:       481 |        561 |                   pandas.core.arrays._mixins
import time:        71 |         71 |                     pandas.core.strings
import time:       174 |        174 |                     pandas.core.strings.base
import time:       318 |        562 |                   pandas.core.strings.object_array
import time:       230 |       1353 |                 pandas.core.arrays.numpy_
import time:        76 |         76 |                 pandas.io.formats
import time:        70 |         70 |                   pandas.io.formats.console
import time:       281 |        350 |                 pandas.io.formats.printing
import time:       466 |       3023 |               pandas.core.arrays.string_
import time:        76 |         76 |                 pandas.tseries
import time:       280 |        355 |               pandas.tseries.frequencies
import time:      1160 |       9871 |             pandas.core.arrays.arrow.array
import time:       119 |      33254 |           pandas.core.arrays.arrow
import time:       198 |        198 |           pandas.core.arrays.boolean
import time:       202 |        202 |               _csv
import time:       255 |        456 |             csv
import time:       446 |        446 |             pandas.core.accessor
import time:       419 |        419 |             pandas.core.base
import time:       612 |       1931 |           pandas.core.arrays.categorical
import time:       465 |        465 |             pandas._libs.tslib
import time:        93 |         93 |               pandas.core.array_algos.datetimelike_accumulations
import time:       962 |       1055 |             pandas.core.arrays.datetimelike
import time:       100 |        100 |             pandas.core.arrays._ranges
import time:        79 |         79 |             pandas.tseries.offsets
import time:       507 |       2205 |           pandas.core.arrays.datetimes
import time:       377 |        377 |             pandas.core.arrays.timedeltas
import time:      1065 |       1441 |           pandas.core.arrays.interval
import time:       391 |        391 |           pandas.core.arrays.period
import time:       437 |        437 |                 pandas._libs.sparse
import time:       471 |        908 |               pandas.core.arrays.sparse.array
import time:       202 |       1109 |             pandas.core.arrays.sparse.accessor
import time:        96 |       1205 |           pandas.core.arrays.sparse
import time:       327 |        327 |           pandas.core.arrays.string_arrow
import time:       156 |      41104 |         pandas.core.arrays
import time:       131 |        131 |         pandas.core.flags
import time:       433 |        433 |               pandas._libs.internals
import time:        93 |         93 |                 pandas.core._numba
import time:       175 |        268 |               pandas.core._numba.executor
import time:       717 |       1416 |             pandas.core.apply
import time:       214 |        214 |                   pandas._libs.indexing
import time:        97 |         97 |                     pandas.core.indexes
import time:       860 |        860 |                       pandas._libs.index
import time:       320 |        320 |                       pandas._libs.writers
import time:       415 |        415 |                       pandas._libs.join
import time:       126 |        126 |                       pandas.core.array_algos.putmask
import time:       119 |        119 |                       pandas.core.indexes.frozen
import time:      1515 |       1515 |                       pandas.core.strings.accessor
import time:      1359 |       4711 |                     pandas.core.indexes.base
import time:       306 |        306 |                       pandas.core.indexes.extension
import time:       276 |        581 |                     pandas.core.indexes.category
import time:       414 |        414 |                         pandas.core.indexes.range
import time:        76 |         76 |                           pandas.core.tools
import time:       136 |        211 |                         pandas.core.tools.timedeltas
import time:       468 |       1092 |                       pandas.core.indexes.datetimelike
import time:        89 |         89 |                       pandas.core.tools.times
import time:       542 |       1722 |                     pandas.core.indexes.datetimes
import time:      1148 |       1148 |                       pandas.core.indexes.multi
import time:       231 |        231 |                       pandas.core.indexes.timedeltas
import time:       618 |       1997 |                     pandas.core.indexes.interval
import time:       329 |        329 |                     pandas.core.indexes.period
import time:       208 |       9641 |                   pandas.core.indexes.api
import time:       804 |      10658 |                 pandas.core.indexing
import time:       101 |        101 |                 pandas.core.sample
import time:       100 |        100 |                 pandas.core.array_algos.replace
import time:       685 |        685 |                     pandas.core.internals.blocks
import time:       121 |        805 |                   pandas.core.internals.api
import time:       394 |        394 |                     pandas.core.internals.base
import time:       297 |        297 |                       pandas.core.internals.ops
import time:       577 |        873 |                     pandas.core.internals.managers
import time:       433 |       1700 |                   pandas.core.internals.array_manager
import time:       207 |        207 |                   pandas.core.internals.concat
import time:        93 |       2804 |                 pandas.core.internals
import time:       227 |        227 |                 pandas.core.internals.construction
import time:        76 |         76 |                   pandas.core.methods
import time:        76 |         76 |                     pandas.core.reshape
import time:       246 |        321 |                   pandas.core.reshape.concat
import time:       205 |        205 |                       mmap
import time:       900 |        900 |                       tarfile
import time:       102 |        102 |                       pandas.core.shared_docs
import time:      1307 |       2513 |                     pandas.io.common
import time:       587 |       3100 |                   pandas.io.formats.format
import time:       226 |       3721 |                 pandas.core.methods.describe
import time:        73 |         73 |                       pandas._libs.window
import time:       471 |        543 |                     pandas._libs.window.aggregations
import time:       243 |        243 |                       pandas._libs.window.indexers
import time:       343 |        585 |                     pandas.core.indexers.objects
import time:       112 |        112 |                     pandas.core.util.numba_
import time:       101 |        101 |                     pandas.core.window.common
import time:       127 |        127 |                     pandas.core.window.doc
import time:       117 |        117 |                     pandas.core.window.numba_
import time:        78 |         78 |                     pandas.core.window.online
import time:      1566 |       1566 |                     pandas.core.window.rolling
import time:       532 |       3757 |                   pandas.core.window.ewm
import time:       701 |        701 |                   pandas.core.window.expanding
import time:       118 |       4575 |                 pandas.core.window
import time:      3390 |      25572 |               pandas.core.generic
import time:       196 |        196 |               pandas.core.methods.selectn
import time:        71 |         71 |                 pandas.core.reshape.util
import time:        99 |         99 |                 pandas.core.tools.numeric
import time:       204 |        373 |               pandas.core.reshape.melt
import time:       557 |        557 |                 pandas._libs.reshape
import time:       483 |        483 |                 pandas.core.indexes.accessors
import time:        96 |         96 |                   pandas.arrays
import time:       506 |        601 |                 pandas.core.tools.datetimes
import time:       668 |        668 |                 pandas.io.formats.info
import time:       680 |        680 |                   pandas.plotting._core
import time:       164 |        164 |                   pandas.plotting._misc
import time:       109 |        952 |                 pandas.plotting
import time:      2474 |       5732 |               pandas.core.series
import time:      4582 |      36453 |             pandas.core.frame
import time:       759 |        759 |             pandas.core.groupby.base
import time:       705 |        705 |               pandas._libs.groupby
import time:        79 |         79 |                 pandas.core.groupby.categorical
import time:       340 |        418 |               pandas.core.groupby.grouper
import time:       487 |       1610 |             pandas.core.groupby.ops
import time:       139 |        139 |               pandas.core.groupby.numba_
import time:       188 |        188 |               pandas.core.groupby.indexing
import time:      1611 |       1937 |             pandas.core.groupby.groupby
import time:      3183 |      45356 |           pandas.core.groupby.generic
import time:        82 |      45437 |         pandas.core.groupby
import time:       152 |     108023 |       pandas.core.api
import time:        93 |         93 |       pandas.tseries.api
import time:        73 |         73 |               pandas.core.computation.common
import time:       121 |        194 |             pandas.core.computation.align
import time:       169 |        169 |               pandas.core.computation.scope
import time:       279 |        447 |             pandas.core.computation.ops
import time:       137 |        777 |           pandas.core.computation.engines
import time:        95 |         95 |             pandas.core.computation.parsing
import time:       680 |        774 |           pandas.core.computation.expr
import time:       122 |       1672 |         pandas.core.computation.eval
import time:        61 |       1733 |       pandas.core.computation.api
import time:       150 |        150 |         pandas.core.reshape.encoding
import time:       882 |        882 |         pandas.core.reshape.merge
import time:       488 |        488 |         pandas.core.reshape.pivot
import time:       157 |        157 |         pandas.core.reshape.tile
import time:       118 |       1792 |       pandas.core.reshape.api
import time:       100 |        100 |         pandas.api.extensions
import time:        65 |         65 |         pandas.api.indexers
import time:        50 |         50 |             pandas.core.interchange
import time:       623 |        673 |           pandas.core.interchange.dataframe_protocol
import time:       124 |        124 |             pandas.core.interchange.utils
import time:       177 |        301 |           pandas.core.interchange.from_dataframe
import time:        66 |       1039 |         pandas.api.interchange
import time:        70 |         70 |           pandas.core.dtypes.api
import time:        79 |        149 |         pandas.api.types
import time:       898 |        898 |           pandas.core.resample
import time:       195 |        195 |                 pandas._libs.json
import time:       138 |        138 |                 pandas.io.json._normalize
import time:       118 |        118 |                 pandas.io.json._table_schema
import time:      2486 |       2486 |                       pandas._libs.parsers
import time:       495 |        495 |                         pandas.io.parsers.base_parser
import time:       239 |        734 |                       pandas.io.parsers.arrow_parser_wrapper
import time:       167 |        167 |                       pandas.io.parsers.c_parser_wrapper
import time:       337 |        337 |                       pandas.io.parsers.python_parser
import time:      1308 |       5030 |                     pandas.io.parsers.readers
import time:        75 |       5104 |                   pandas.io.parsers
import time:        18 |       5122 |                 pandas.io.parsers.readers
import time:       603 |       6173 |               pandas.io.json._json
import time:       104 |       6276 |             pandas.io.json
import time:        19 |       6294 |           pandas.io.json._json
import time:      1117 |       1117 |           pandas.io.stata
import time:        96 |       8404 |         pandas.api.typing
import time:       120 |       9874 |       pandas.api
import time:       133 |        133 |             pandas._testing.contexts
import time:       142 |        274 |           pandas._testing._io
import time:       101 |        101 |           pandas._testing._warnings
import time:       153 |        153 |               cmath
import time:       277 |        429 |             pandas._libs.testing
import time:       249 |        677 |           pandas._testing.asserters
import time:        82 |         82 |           pandas._testing.compat
import time:       615 |       1748 |         pandas._testing
import time:        97 |       1845 |       pandas.testing
import time:       142 |        142 |       pandas.util._print_versions
